RMS_ag_x,ag_x_mean,ag_x_min,ag_x_max,E_ag_x,accl_x,E_ag_z,th_x,SVM_a,FFT_ag_y,accl_y,E_ag_y,IQR_g_x,VAR_g_x,FFT_g_x,FFT_g_y,th_z,th_y,STD_g_x,MAD_g_x,ag_y_max,RMS_ag_y,ag_y_mean,RMS_ag_z,FFT_ag_x,ag_z_max,ag_z_mean,ag_z_min,ag_y_min,VAR_ag_x,accl_z,VAR_g_z,IQR_g_z,STD_g_y,STD_ag_x,E_g_z,CM_g,MAD_ag_x,RMS_g_z,g_x_max,IQR_ag_x,MAD_g_y,SMA_a,VAR_ag_y,RMS_g_x,VAR_g_y,g_z_mean,IQR_g_y,E_g_x,g_x_min,MAD_g_z,g_z_max,STD_g_z,STD_ag_y,CM_a,MAD_ag_y,g_x_mean,g_z_min,SVM_g,FFT_g_z,IQR_ag_y,g_y_max,SMA_g,FFT_ag_z,RMS_g_y,g_y_min,STD_ag_z,IQR_ag_z,MAD_ag_z,g_y_mean,E_g_y,VAR_ag_z,jerk_x,jerk_y,jerk_z
0.564,-0.564,-0.568,-0.561,3.184,0.0,6.068,2.17,1.0,0.004,-0.0,0.757,0.008,0.0,0.023,0.013,2.463,1.292,0.004,0.004,0.279,0.275,0.275,0.779,0.004,-0.776,-0.779,-0.782,0.273,0.0,-0.0,0.0,0.005,0.004,0.002,0.004,0.016,0.001,0.02,-0.008,0.001,0.003,1.618,0.0,0.015,0.0,-0.019,0.007,0.002,-0.02,0.004,-0.012,0.005,0.002,0.495,0.002,-0.014,-0.027,0.028,-0.018,0.003,0.018,0.047,0.006,0.014,0.009,0.002,0.003,0.002,0.013,0.002,0.0,0.0,-0.0,0.0
0.565,-0.565,-0.567,-0.562,3.193,-0.0,6.044,2.172,0.999,0.008,0.0,0.761,0.002,0.0,0.023,0.005,2.462,1.292,0.007,0.004,0.281,0.276,0.276,0.777,0.004,-0.775,-0.777,-0.78,0.272,0.0,-0.0,0.0,0.004,0.003,0.001,0.004,0.014,0.001,0.02,-0.002,0.002,0.002,1.618,0.0,0.016,0.0,-0.019,0.003,0.003,-0.03,0.003,-0.013,0.004,0.003,0.494,0.002,-0.015,-0.029,0.026,-0.005,0.003,0.019,0.046,0.001,0.012,0.008,0.001,0.001,0.001,0.012,0.002,0.0,-0.0,0.0,0.0
0.568,-0.568,-0.573,-0.565,3.226,-0.0,6.026,2.174,1.0,0.002,-0.0,0.742,0.012,0.0,-0.003,0.022,2.46,1.296,0.009,0.008,0.279,0.272,0.272,0.776,0.004,-0.772,-0.776,-0.78,0.27,0.0,0.0,0.0,0.008,0.005,0.002,0.005,0.012,0.002,0.022,0.005,0.003,0.004,1.617,0.0,0.014,0.0,-0.021,0.006,0.002,-0.024,0.005,-0.015,0.006,0.003,0.493,0.002,-0.01,-0.033,0.028,-0.015,0.001,0.022,0.043,-0.005,0.012,0.005,0.003,0.005,0.002,0.01,0.001,0.0,-0.0,-0.0,-0.0
0.569,-0.569,-0.571,-0.565,3.235,-0.0,6.036,2.176,1.0,-0.003,-0.0,0.734,0.012,0.0,-0.001,-0.018,2.46,1.296,0.008,0.007,0.273,0.271,0.271,0.777,0.01,-0.773,-0.777,-0.78,0.269,0.0,-0.0,0.0,0.003,0.006,0.002,0.004,0.016,0.001,0.019,-0.012,0.002,0.005,1.617,0.0,0.022,0.0,-0.019,0.01,0.005,-0.036,0.002,-0.014,0.002,0.001,0.493,0.001,-0.02,-0.022,0.032,0.01,0.002,0.023,0.054,-0.009,0.015,0.006,0.002,0.004,0.002,0.014,0.002,0.0,-0.0,0.0,0.0
0.569,-0.569,-0.57,-0.568,3.242,0.0,6.006,2.177,1.0,0.012,-0.0,0.75,0.01,0.0,0.036,-0.01,2.458,1.294,0.008,0.007,0.278,0.274,0.274,0.775,-0.001,-0.772,-0.775,-0.777,0.27,0.0,0.0,0.0,0.004,0.005,0.001,0.003,0.014,0.001,0.016,0.007,0.001,0.003,1.618,0.0,0.014,0.0,-0.015,0.006,0.002,-0.02,0.004,-0.003,0.005,0.002,0.494,0.002,-0.011,-0.021,0.026,0.022,0.002,0.024,0.04,0.007,0.013,0.006,0.001,0.002,0.001,0.012,0.002,0.0,-0.0,0.0,0.0
0.568,-0.568,-0.571,-0.565,3.226,0.0,6.023,2.175,0.999,-0.001,0.0,0.738,0.003,0.0,-0.012,-0.009,2.46,1.295,0.002,0.002,0.273,0.272,0.272,0.776,-0.004,-0.772,-0.776,-0.779,0.27,0.0,0.0,0.0,0.002,0.004,0.002,0.003,0.015,0.001,0.016,-0.009,0.002,0.003,1.616,0.0,0.014,0.0,-0.016,0.005,0.002,-0.017,0.001,-0.015,0.001,0.001,0.493,0.001,-0.013,-0.019,0.027,-0.004,0.001,0.026,0.047,0.001,0.018,0.011,0.002,0.003,0.002,0.017,0.003,0.0,-0.0,0.0,0.0
0.563,-0.563,-0.565,-0.561,3.173,0.0,6.09,2.169,1.0,0.004,-0.0,0.74,0.002,0.0,0.003,0.006,2.466,1.295,0.002,0.002,0.274,0.272,0.272,0.78,-0.003,-0.779,-0.78,-0.782,0.27,0.0,0.0,0.0,0.003,0.004,0.001,0.003,0.015,0.001,0.017,-0.01,0.001,0.003,1.616,0.0,0.014,0.0,-0.017,0.004,0.002,-0.017,0.002,-0.013,0.002,0.001,0.492,0.001,-0.014,-0.02,0.028,-0.0,0.002,0.023,0.046,0.002,0.016,0.011,0.001,0.001,0.001,0.016,0.003,0.0,0.0,0.0,-0.0
0.563,-0.563,-0.565,-0.56,3.172,-0.0,6.086,2.169,1.0,-0.005,0.0,0.741,0.004,0.0,-0.007,0.003,2.466,1.295,0.003,0.002,0.275,0.272,0.272,0.78,0.0,-0.778,-0.78,-0.782,0.271,0.0,0.0,0.0,0.002,0.002,0.002,0.003,0.015,0.001,0.018,-0.01,0.002,0.002,1.616,0.0,0.015,0.0,-0.018,0.003,0.002,-0.019,0.001,-0.016,0.001,0.001,0.492,0.001,-0.015,-0.02,0.027,0.002,0.002,0.016,0.046,0.003,0.013,0.01,0.001,0.002,0.001,0.013,0.002,0.0,-0.0,-0.0,0.0
0.562,-0.562,-0.564,-0.56,3.163,0.0,6.098,2.168,1.0,0.004,-0.0,0.747,0.003,0.0,0.006,0.015,2.466,1.294,0.002,0.002,0.276,0.273,0.273,0.781,-0.001,-0.779,-0.781,-0.783,0.272,0.0,0.0,0.0,0.002,0.004,0.001,0.003,0.015,0.001,0.017,-0.012,0.002,0.003,1.617,0.0,0.015,0.0,-0.017,0.002,0.002,-0.018,0.001,-0.014,0.001,0.001,0.493,0.001,-0.015,-0.019,0.026,-0.001,0.002,0.024,0.047,-0.008,0.016,0.012,0.001,0.003,0.001,0.015,0.002,0.0,0.0,-0.0,-0.0
0.563,-0.563,-0.565,-0.56,3.167,-0.0,6.093,2.168,1.001,0.001,-0.0,0.745,0.001,0.0,0.003,0.006,2.466,1.294,0.002,0.001,0.274,0.273,0.273,0.781,-0.001,-0.779,-0.781,-0.783,0.271,0.0,0.0,0.0,0.002,0.003,0.001,0.003,0.015,0.001,0.018,-0.011,0.001,0.002,1.616,0.0,0.014,0.0,-0.018,0.002,0.002,-0.017,0.001,-0.016,0.001,0.001,0.493,0.001,-0.014,-0.02,0.027,0.005,0.002,0.021,0.046,0.001,0.014,0.009,0.001,0.001,0.001,0.014,0.002,0.0,-0.0,-0.0,0.0
0.564,-0.564,-0.567,-0.559,3.175,0.0,6.073,2.17,0.999,0.007,-0.0,0.733,0.004,0.0,-0.002,0.007,2.466,1.297,0.004,0.003,0.275,0.271,0.271,0.779,0.007,-0.776,-0.779,-0.783,0.268,0.0,-0.0,0.0,0.005,0.002,0.002,0.004,0.015,0.002,0.02,-0.007,0.002,0.001,1.614,0.0,0.015,0.0,-0.02,0.003,0.002,-0.022,0.003,-0.014,0.003,0.002,0.492,0.002,-0.014,-0.025,0.028,0.006,0.002,0.014,0.045,-0.003,0.011,0.008,0.002,0.003,0.002,0.011,0.001,0.0,0.0,0.0,0.0
0.483,-0.482,-0.545,-0.431,2.329,0.001,7.07,2.073,0.992,-0.096,0.002,0.409,0.147,0.01,-0.491,-0.655,2.59,1.36,0.102,0.09,0.241,0.202,0.201,0.841,-0.022,-0.767,-0.84,-0.872,0.163,0.001,0.001,0.003,0.072,0.126,0.03,0.032,0.018,0.022,0.057,0.059,0.034,0.094,1.523,0.0,0.121,0.016,-0.02,0.054,0.147,-0.257,0.043,0.061,0.053,0.02,0.437,0.015,-0.065,-0.12,0.084,-0.255,0.016,0.115,0.207,0.034,0.13,-0.286,0.028,0.015,0.019,-0.035,0.17,0.001,0.0,0.0,0.001
0.486,-0.486,-0.498,-0.473,2.366,0.0,6.999,2.082,0.99,-0.007,0.0,0.453,0.028,0.0,0.09,-0.075,2.578,1.355,0.018,0.016,0.219,0.213,0.213,0.837,0.007,-0.829,-0.837,-0.848,0.207,0.0,0.0,0.0,0.015,0.02,0.008,0.012,0.027,0.006,0.035,-0.001,0.01,0.018,1.536,0.0,0.034,0.0,-0.032,0.03,0.012,-0.059,0.012,-0.002,0.015,0.003,0.443,0.003,-0.029,-0.052,0.048,0.08,0.005,0.04,0.082,-0.002,0.025,-0.019,0.006,0.009,0.005,0.015,0.006,0.0,0.0,0.0,-0.0
0.476,-0.476,-0.485,-0.471,2.267,-0.0,7.043,2.072,0.991,-0.005,0.0,0.504,0.01,0.0,0.014,0.026,2.582,1.342,0.009,0.007,0.227,0.224,0.224,0.839,-0.004,-0.835,-0.839,-0.842,0.219,0.0,-0.0,0.0,0.005,0.01,0.004,0.006,0.024,0.003,0.025,-0.003,0.004,0.008,1.54,0.0,0.025,0.0,-0.024,0.012,0.006,-0.036,0.005,-0.017,0.006,0.002,0.448,0.002,-0.023,-0.035,0.044,-0.017,0.004,0.049,0.078,0.004,0.032,0.015,0.002,0.004,0.002,0.03,0.01,0.0,0.0,0.0,-0.0
0.47,-0.47,-0.474,-0.468,2.205,0.0,7.091,2.064,0.991,-0.005,0.0,0.525,0.006,0.0,-0.02,0.017,2.588,1.338,0.006,0.005,0.231,0.229,0.229,0.842,-0.002,-0.836,-0.842,-0.845,0.226,0.0,0.0,0.0,0.011,0.003,0.002,0.007,0.018,0.001,0.027,-0.008,0.002,0.003,1.541,0.0,0.019,0.0,-0.026,0.006,0.003,-0.031,0.006,-0.017,0.007,0.002,0.449,0.001,-0.018,-0.04,0.034,0.014,0.001,0.021,0.059,0.004,0.016,0.011,0.003,0.003,0.002,0.015,0.002,0.0,0.0,0.0,-0.0
0.467,-0.467,-0.47,-0.465,2.181,-0.0,7.086,2.061,0.991,-0.006,0.0,0.558,0.016,0.0,-0.078,0.031,2.585,1.328,0.012,0.011,0.239,0.236,0.236,0.842,-0.002,-0.841,-0.842,-0.842,0.231,0.0,0.0,0.0,0.009,0.007,0.001,0.005,0.022,0.001,0.022,-0.002,0.002,0.006,1.545,0.0,0.026,0.0,-0.021,0.007,0.007,-0.042,0.005,-0.01,0.007,0.003,0.454,0.002,-0.023,-0.035,0.038,-0.039,0.003,0.029,0.06,-0.001,0.018,0.003,0.0,0.0,0.0,0.016,0.003,0.0,0.0,0.0,-0.0
0.464,-0.464,-0.467,-0.463,2.157,0.0,7.085,2.058,0.991,-0.001,0.0,0.585,0.004,0.0,-0.02,0.004,2.585,1.324,0.005,0.004,0.243,0.242,0.242,0.842,-0.002,-0.84,-0.842,-0.844,0.24,0.0,0.0,0.0,0.004,0.005,0.001,0.003,0.014,0.001,0.018,-0.006,0.003,0.003,1.548,0.0,0.013,0.0,-0.017,0.003,0.002,-0.023,0.002,-0.013,0.003,0.001,0.456,0.001,-0.012,-0.021,0.025,-0.004,0.002,0.029,0.045,-0.002,0.016,0.01,0.001,0.001,0.001,0.016,0.003,0.0,0.0,0.0,-0.0
0.462,-0.462,-0.464,-0.46,2.137,-0.0,7.1,2.056,0.992,0.003,0.0,0.583,0.005,0.0,-0.007,-0.0,2.587,1.324,0.003,0.003,0.245,0.242,0.242,0.843,-0.003,-0.838,-0.843,-0.845,0.239,0.0,0.0,0.0,0.002,0.003,0.001,0.004,0.015,0.001,0.02,-0.005,0.001,0.002,1.546,0.0,0.013,0.0,-0.02,0.002,0.002,-0.016,0.001,-0.017,0.002,0.002,0.455,0.001,-0.012,-0.023,0.026,-0.001,0.002,0.02,0.045,0.001,0.014,0.008,0.002,0.002,0.002,0.014,0.002,0.0,0.0,-0.0,-0.0
0.461,-0.461,-0.464,-0.459,2.125,-0.0,7.101,2.054,0.992,-0.001,0.0,0.596,0.003,0.0,0.004,0.007,2.587,1.322,0.002,0.002,0.245,0.244,0.244,0.843,0.001,-0.839,-0.843,-0.845,0.242,0.0,0.0,0.0,0.001,0.003,0.001,0.003,0.014,0.001,0.017,-0.009,0.001,0.002,1.548,0.0,0.012,0.0,-0.017,0.003,0.001,-0.014,0.001,-0.015,0.001,0.001,0.456,0.001,-0.012,-0.018,0.025,-0.003,0.002,0.021,0.042,-0.002,0.014,0.008,0.002,0.002,0.001,0.013,0.002,0.0,0.0,-0.0,-0.0
0.462,-0.462,-0.463,-0.459,2.134,0.0,7.088,2.056,0.991,0.003,-0.0,0.599,0.002,0.0,-0.002,0.001,2.585,1.322,0.001,0.001,0.248,0.245,0.245,0.842,-0.0,-0.84,-0.842,-0.847,0.243,0.0,-0.0,0.0,0.002,0.005,0.001,0.003,0.014,0.001,0.019,-0.009,0.001,0.003,1.549,0.0,0.011,0.0,-0.018,0.002,0.001,-0.014,0.001,-0.013,0.002,0.001,0.456,0.001,-0.011,-0.021,0.026,0.001,0.001,0.026,0.043,0.002,0.014,0.009,0.002,0.001,0.001,0.013,0.002,0.0,-0.0,0.0,0.0
0.461,-0.461,-0.463,-0.459,2.127,0.0,7.1,2.056,0.991,0.003,0.0,0.594,0.003,0.0,-0.008,0.001,2.587,1.322,0.002,0.002,0.246,0.244,0.244,0.843,-0.003,-0.841,-0.843,-0.846,0.243,0.0,-0.0,0.0,0.003,0.004,0.002,0.004,0.014,0.001,0.02,-0.007,0.003,0.002,1.548,0.0,0.011,0.0,-0.02,0.002,0.001,-0.014,0.002,-0.016,0.002,0.001,0.456,0.001,-0.011,-0.022,0.026,-0.001,0.001,0.023,0.044,0.002,0.014,0.01,0.001,0.001,0.001,0.013,0.002,0.0,-0.0,-0.0,-0.0
0.46,-0.46,-0.463,-0.458,2.117,0.0,7.11,2.053,0.991,0.001,-0.0,0.597,0.002,0.0,-0.008,-0.005,2.588,1.322,0.002,0.002,0.247,0.244,0.244,0.843,0.001,-0.841,-0.843,-0.847,0.242,0.0,0.0,0.0,0.003,0.004,0.002,0.004,0.014,0.002,0.02,-0.008,0.003,0.003,1.548,0.0,0.012,0.0,-0.02,0.003,0.002,-0.016,0.002,-0.015,0.002,0.001,0.456,0.001,-0.012,-0.023,0.026,0.002,0.002,0.026,0.045,0.001,0.014,0.009,0.002,0.002,0.001,0.014,0.002,0.0,0.0,0.0,0.0
0.459,-0.459,-0.461,-0.457,2.107,0.0,7.125,2.052,0.991,-0.002,-0.0,0.599,0.003,0.0,0.0,-0.014,2.59,1.321,0.003,0.002,0.246,0.245,0.245,0.844,-0.001,-0.842,-0.844,-0.846,0.243,0.0,0.0,0.0,0.004,0.004,0.001,0.004,0.015,0.001,0.019,-0.007,0.002,0.003,1.548,0.0,0.012,0.0,-0.019,0.005,0.001,-0.017,0.002,-0.015,0.002,0.001,0.456,0.001,-0.012,-0.022,0.027,0.0,0.002,0.023,0.044,0.003,0.014,0.01,0.001,0.002,0.001,0.014,0.002,0.0,-0.0,0.0,-0.0
0.458,-0.458,-0.46,-0.455,2.097,0.0,7.135,2.052,0.992,0.001,-0.0,0.601,0.004,0.0,-0.0,-0.015,2.59,1.321,0.003,0.002,0.248,0.245,0.245,0.845,-0.001,-0.842,-0.845,-0.848,0.243,0.0,0.0,0.0,0.001,0.003,0.001,0.004,0.014,0.001,0.019,-0.006,0.002,0.002,1.548,0.0,0.011,0.0,-0.019,0.002,0.001,-0.015,0.001,-0.015,0.002,0.002,0.456,0.001,-0.011,-0.022,0.026,-0.007,0.003,0.021,0.043,0.004,0.013,0.01,0.002,0.001,0.001,0.013,0.002,0.0,-0.0,0.0,0.0
0.457,-0.457,-0.459,-0.455,2.091,0.0,7.12,2.05,0.991,-0.007,0.0,0.604,0.002,0.0,-0.008,-0.016,2.59,1.32,0.002,0.001,0.248,0.246,0.246,0.844,-0.001,-0.84,-0.844,-0.845,0.244,0.0,0.0,0.0,0.001,0.003,0.001,0.003,0.014,0.001,0.018,-0.009,0.002,0.002,1.547,0.0,0.012,0.0,-0.018,0.003,0.001,-0.014,0.001,-0.014,0.002,0.001,0.456,0.001,-0.012,-0.02,0.026,-0.006,0.002,0.021,0.043,-0.001,0.013,0.009,0.002,0.001,0.001,0.013,0.002,0.0,-0.0,0.0,0.0
0.457,-0.457,-0.458,-0.455,2.086,0.0,7.142,2.05,0.992,-0.001,0.0,0.608,0.001,0.0,0.001,-0.014,2.591,1.32,0.001,0.001,0.249,0.247,0.246,0.845,0.001,-0.843,-0.845,-0.849,0.245,0.0,0.0,0.0,0.002,0.005,0.001,0.003,0.014,0.001,0.019,-0.01,0.001,0.003,1.548,0.0,0.011,0.0,-0.018,0.003,0.001,-0.013,0.001,-0.015,0.001,0.001,0.456,0.001,-0.011,-0.02,0.025,-0.001,0.001,0.029,0.044,0.003,0.015,0.009,0.002,0.001,0.001,0.014,0.002,0.0,0.0,0.0,0.0
0.457,-0.457,-0.458,-0.454,2.085,0.0,7.137,2.05,0.992,0.001,-0.0,0.606,0.001,0.0,-0.001,-0.011,2.591,1.32,0.001,0.001,0.247,0.246,0.246,0.845,0.001,-0.843,-0.845,-0.848,0.245,0.0,0.0,0.0,0.001,0.006,0.001,0.004,0.013,0.001,0.019,-0.009,0.001,0.004,1.547,0.0,0.011,0.0,-0.019,0.001,0.001,-0.013,0.001,-0.017,0.001,0.001,0.456,0.001,-0.011,-0.022,0.025,-0.003,0.001,0.03,0.043,0.002,0.015,0.009,0.001,0.001,0.001,0.014,0.002,0.0,0.0,-0.0,-0.0
0.456,-0.456,-0.459,-0.452,2.078,-0.0,7.145,2.048,0.992,-0.0,0.0,0.607,0.003,0.0,-0.005,0.003,2.592,1.32,0.002,0.002,0.248,0.246,0.246,0.845,-0.002,-0.841,-0.845,-0.847,0.245,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.014,0.001,0.019,-0.007,0.002,0.002,1.547,0.0,0.011,0.0,-0.018,0.003,0.001,-0.013,0.001,-0.017,0.001,0.001,0.456,0.001,-0.011,-0.02,0.026,-0.003,0.001,0.017,0.044,-0.002,0.014,0.01,0.002,0.001,0.001,0.014,0.002,0.0,0.0,0.0,-0.0
0.456,-0.456,-0.458,-0.454,2.079,-0.0,7.142,2.049,0.991,0.002,-0.0,0.61,0.001,0.0,-0.002,-0.0,2.591,1.319,0.001,0.001,0.249,0.247,0.247,0.845,0.002,-0.843,-0.845,-0.848,0.246,0.0,-0.0,0.0,0.0,0.005,0.001,0.004,0.013,0.001,0.019,-0.01,0.001,0.003,1.548,0.0,0.011,0.0,-0.019,0.002,0.001,-0.014,0.001,-0.018,0.001,0.001,0.457,0.001,-0.011,-0.021,0.024,-0.005,0.001,0.025,0.042,-0.0,0.012,0.007,0.001,0.002,0.001,0.011,0.001,0.0,-0.0,-0.0,0.0
0.455,-0.455,-0.458,-0.454,2.074,-0.0,7.142,2.048,0.992,0.0,0.0,0.611,0.003,0.0,0.001,0.008,2.592,1.319,0.002,0.002,0.249,0.247,0.247,0.845,0.003,-0.841,-0.845,-0.848,0.245,0.0,-0.0,0.0,0.003,0.003,0.001,0.004,0.014,0.001,0.019,-0.007,0.001,0.002,1.548,0.0,0.011,0.0,-0.019,0.002,0.001,-0.013,0.001,-0.018,0.001,0.001,0.456,0.001,-0.01,-0.021,0.026,0.0,0.001,0.02,0.043,-0.001,0.014,0.007,0.002,0.003,0.002,0.014,0.002,0.0,0.0,-0.0,-0.0
0.455,-0.455,-0.456,-0.453,2.068,-0.0,7.144,2.048,0.99,-0.003,-0.0,0.609,0.001,0.0,0.001,0.001,2.592,1.319,0.001,0.001,0.248,0.247,0.247,0.845,0.001,-0.842,-0.845,-0.85,0.245,0.0,0.0,0.0,0.001,0.003,0.001,0.003,0.014,0.001,0.019,-0.008,0.001,0.002,1.547,0.0,0.011,0.0,-0.018,0.003,0.001,-0.012,0.001,-0.018,0.001,0.001,0.456,0.001,-0.011,-0.02,0.025,-0.001,0.001,0.019,0.042,-0.002,0.013,0.009,0.002,0.002,0.001,0.013,0.002,0.0,0.0,0.0,0.0
0.456,-0.455,-0.457,-0.454,2.075,-0.0,7.14,2.048,0.992,-0.001,-0.0,0.613,0.004,0.0,-0.002,0.0,2.591,1.318,0.003,0.002,0.249,0.248,0.248,0.845,0.003,-0.84,-0.845,-0.848,0.246,0.0,0.0,0.0,0.002,0.003,0.001,0.004,0.013,0.001,0.019,-0.006,0.001,0.002,1.548,0.0,0.011,0.0,-0.019,0.002,0.001,-0.016,0.001,-0.017,0.001,0.001,0.457,0.001,-0.011,-0.021,0.025,0.006,0.001,0.017,0.042,0.006,0.012,0.006,0.002,0.002,0.001,0.012,0.001,0.0,-0.0,0.0,0.0
0.454,-0.454,-0.456,-0.452,2.062,-0.0,7.152,2.047,0.991,0.0,-0.0,0.612,0.002,0.0,0.002,0.009,2.593,1.318,0.002,0.001,0.249,0.247,0.247,0.846,0.003,-0.844,-0.846,-0.847,0.246,0.0,-0.0,0.0,0.001,0.003,0.001,0.004,0.014,0.001,0.019,-0.008,0.002,0.002,1.547,0.0,0.011,0.0,-0.019,0.004,0.001,-0.015,0.001,-0.017,0.001,0.001,0.456,0.001,-0.011,-0.021,0.025,-0.002,0.001,0.017,0.043,-0.002,0.013,0.008,0.001,0.001,0.001,0.013,0.002,0.0,0.0,0.0,-0.0
0.454,-0.454,-0.455,-0.451,2.057,0.0,7.145,2.046,0.991,0.004,-0.0,0.61,0.003,0.0,-0.004,0.021,2.594,1.319,0.002,0.002,0.25,0.247,0.247,0.845,-0.0,-0.843,-0.845,-0.847,0.245,0.0,0.0,0.0,0.002,0.004,0.001,0.003,0.014,0.001,0.019,-0.007,0.001,0.003,1.546,0.0,0.01,0.0,-0.019,0.003,0.001,-0.013,0.001,-0.015,0.002,0.001,0.456,0.001,-0.01,-0.021,0.026,0.002,0.001,0.025,0.042,0.001,0.014,0.009,0.001,0.001,0.001,0.014,0.002,0.0,0.0,0.0,0.0
0.453,-0.453,-0.455,-0.45,2.049,0.0,7.178,2.045,0.992,0.002,0.0,0.605,0.003,0.0,0.007,0.01,2.595,1.32,0.002,0.002,0.247,0.246,0.246,0.847,0.0,-0.844,-0.847,-0.853,0.244,0.0,0.0,0.0,0.001,0.003,0.001,0.004,0.014,0.001,0.019,-0.007,0.002,0.002,1.546,0.0,0.012,0.0,-0.019,0.003,0.001,-0.015,0.001,-0.017,0.001,0.001,0.456,0.001,-0.012,-0.022,0.026,-0.001,0.002,0.021,0.043,-0.005,0.012,0.009,0.002,0.002,0.001,0.012,0.002,0.0,0.0,0.0,-0.0
0.453,-0.453,-0.456,-0.451,2.055,0.0,7.161,2.045,0.991,-0.006,0.0,0.606,0.001,0.0,-0.0,0.008,2.594,1.32,0.002,0.001,0.248,0.246,0.246,0.846,-0.002,-0.843,-0.846,-0.848,0.243,0.0,0.0,0.0,0.002,0.002,0.002,0.004,0.014,0.001,0.02,-0.007,0.002,0.002,1.546,0.0,0.012,0.0,-0.02,0.003,0.001,-0.014,0.001,-0.018,0.001,0.001,0.455,0.001,-0.012,-0.022,0.026,-0.002,0.001,0.016,0.044,0.001,0.012,0.007,0.002,0.003,0.001,0.012,0.002,0.0,0.0,-0.0,-0.0
0.453,-0.453,-0.454,-0.45,2.05,-0.0,7.174,2.045,0.992,-0.005,0.0,0.609,0.003,0.0,-0.005,0.009,2.594,1.319,0.002,0.002,0.248,0.247,0.247,0.847,-0.001,-0.842,-0.847,-0.85,0.245,0.0,0.0,0.0,0.001,0.004,0.001,0.004,0.014,0.001,0.019,-0.008,0.002,0.002,1.546,0.0,0.011,0.0,-0.019,0.002,0.001,-0.014,0.001,-0.017,0.001,0.001,0.456,0.001,-0.011,-0.021,0.026,0.001,0.001,0.023,0.043,-0.001,0.013,0.01,0.002,0.002,0.002,0.013,0.002,0.0,0.0,0.0,-0.0
0.452,-0.452,-0.455,-0.449,2.043,0.0,7.189,2.044,0.992,0.005,0.0,0.594,0.01,0.0,0.018,0.004,2.597,1.322,0.006,0.005,0.246,0.244,0.244,0.848,-0.001,-0.846,-0.848,-0.851,0.241,0.0,0.0,0.0,0.004,0.002,0.002,0.003,0.013,0.002,0.018,0.005,0.003,0.002,1.544,0.0,0.01,0.0,-0.017,0.004,0.001,-0.015,0.002,-0.014,0.002,0.001,0.454,0.001,-0.008,-0.02,0.024,0.011,0.001,0.018,0.04,-0.001,0.014,0.011,0.001,0.002,0.001,0.014,0.002,0.0,0.0,0.0,0.0
0.452,-0.452,-0.454,-0.449,2.044,0.0,7.186,2.045,0.991,-0.002,-0.0,0.596,0.002,0.0,0.003,0.015,2.596,1.322,0.002,0.001,0.246,0.244,0.244,0.848,-0.001,-0.846,-0.848,-0.851,0.242,0.0,-0.0,0.0,0.001,0.003,0.002,0.004,0.014,0.001,0.019,-0.009,0.002,0.003,1.544,0.0,0.013,0.0,-0.019,0.005,0.002,-0.015,0.001,-0.017,0.001,0.001,0.454,0.001,-0.013,-0.021,0.026,0.001,0.002,0.016,0.044,0.001,0.012,0.006,0.001,0.001,0.001,0.011,0.001,0.0,-0.0,-0.0,0.0
0.452,-0.452,-0.454,-0.45,2.042,0.0,7.184,2.044,0.992,-0.004,0.0,0.608,0.002,0.0,-0.002,0.011,2.595,1.319,0.001,0.001,0.248,0.247,0.247,0.848,-0.003,-0.845,-0.848,-0.85,0.245,0.0,0.0,0.0,0.004,0.004,0.001,0.004,0.014,0.001,0.019,-0.011,0.002,0.003,1.546,0.0,0.012,0.0,-0.019,0.001,0.001,-0.014,0.002,-0.016,0.002,0.001,0.455,0.001,-0.012,-0.021,0.026,-0.0,0.001,0.025,0.044,-0.002,0.013,0.008,0.001,0.002,0.001,0.013,0.002,0.0,-0.0,0.0,0.0
0.452,-0.452,-0.454,-0.449,2.044,0.0,7.188,2.044,0.992,-0.004,0.0,0.604,0.003,0.0,-0.011,0.005,2.596,1.32,0.002,0.002,0.247,0.246,0.246,0.848,-0.006,-0.845,-0.848,-0.85,0.244,0.0,0.0,0.0,0.003,0.003,0.001,0.004,0.014,0.001,0.019,-0.008,0.001,0.002,1.546,0.0,0.011,0.0,-0.019,0.002,0.001,-0.015,0.002,-0.016,0.002,0.001,0.455,0.001,-0.011,-0.023,0.025,-0.003,0.002,0.022,0.043,0.006,0.013,0.01,0.002,0.004,0.002,0.013,0.002,0.0,0.0,0.0,0.0
0.451,-0.451,-0.453,-0.448,2.034,0.0,7.196,2.043,0.991,0.001,0.0,0.603,0.002,0.0,0.006,0.002,2.598,1.32,0.004,0.003,0.25,0.246,0.246,0.848,-0.005,-0.846,-0.848,-0.851,0.243,0.0,0.0,0.0,0.004,0.003,0.002,0.003,0.014,0.001,0.018,-0.005,0.002,0.003,1.545,0.0,0.012,0.0,-0.018,0.005,0.001,-0.018,0.002,-0.013,0.003,0.002,0.455,0.001,-0.012,-0.022,0.026,-0.001,0.002,0.02,0.043,0.002,0.013,0.008,0.002,0.002,0.001,0.013,0.002,0.0,0.0,0.0,0.0
