RMS_ag_x,ag_x_mean,ag_x_min,ag_x_max,E_ag_x,accl_x,E_ag_z,th_x,SVM_a,FFT_ag_y,accl_y,E_ag_y,IQR_g_x,VAR_g_x,FFT_g_x,FFT_g_y,th_z,th_y,STD_g_x,MAD_g_x,ag_y_max,RMS_ag_y,ag_y_mean,RMS_ag_z,FFT_ag_x,ag_z_max,ag_z_mean,ag_z_min,ag_y_min,VAR_ag_x,accl_z,VAR_g_z,IQR_g_z,STD_g_y,STD_ag_x,E_g_z,CM_g,MAD_ag_x,RMS_g_z,g_x_max,IQR_ag_x,MAD_g_y,SMA_a,VAR_ag_y,RMS_g_x,VAR_g_y,g_z_mean,IQR_g_y,E_g_x,g_x_min,MAD_g_z,g_z_max,STD_g_z,STD_ag_y,CM_a,MAD_ag_y,g_x_mean,g_z_min,SVM_g,FFT_g_z,IQR_ag_y,g_y_max,SMA_g,FFT_ag_z,RMS_g_y,g_y_min,STD_ag_z,IQR_ag_z,MAD_ag_z,g_y_mean,E_g_y,VAR_ag_z,jerk_x,jerk_y,jerk_z
0.898,-0.898,-0.934,-0.883,8.061,0.0,1.522,2.676,0.999,0.015,0.0,0.42,0.069,0.001,0.038,0.36,1.981,1.362,0.038,0.034,0.215,0.205,0.205,0.39,-0.075,-0.318,-0.389,-0.416,0.193,0.0,-0.0,0.001,0.027,0.112,0.014,0.009,0.034,0.011,0.03,0.041,0.009,0.1,1.491,0.0,0.038,0.012,-0.01,0.201,0.015,-0.06,0.021,0.057,0.028,0.007,0.418,0.006,-0.006,-0.05,0.088,0.062,0.011,0.287,0.173,0.157,0.154,-0.03,0.03,0.015,0.023,0.106,0.238,0.001,0.0,0.0,-0.0
0.889,-0.889,-0.902,-0.883,7.898,0.0,1.626,2.665,1.0,-0.007,0.0,0.466,0.007,0.0,0.019,0.048,1.988,1.353,0.008,0.006,0.22,0.216,0.216,0.403,-0.024,-0.382,-0.403,-0.411,0.212,0.0,0.0,0.0,0.016,0.016,0.005,0.001,0.012,0.003,0.011,0.008,0.004,0.011,1.508,0.0,0.016,0.0,-0.005,0.01,0.003,-0.023,0.009,0.01,0.009,0.003,0.426,0.003,-0.014,-0.017,0.024,0.021,0.006,0.061,0.044,0.036,0.025,0.003,0.008,0.005,0.005,0.019,0.006,0.0,0.0,0.0,-0.0
0.885,-0.885,-0.887,-0.88,7.829,0.0,1.674,2.658,1.0,0.001,0.0,0.492,0.006,0.0,-0.014,0.031,1.991,1.346,0.004,0.003,0.224,0.222,0.222,0.409,0.003,-0.405,-0.409,-0.417,0.219,0.0,-0.0,0.0,0.004,0.012,0.002,0.003,0.015,0.002,0.016,-0.003,0.002,0.008,1.516,0.0,0.01,0.0,-0.016,0.005,0.001,-0.014,0.004,-0.009,0.005,0.002,0.432,0.002,-0.01,-0.026,0.028,0.018,0.003,0.04,0.043,-0.007,0.021,-0.003,0.004,0.003,0.003,0.017,0.004,0.0,0.0,0.0,-0.0
0.883,-0.883,-0.888,-0.877,7.793,0.0,1.716,2.652,1.0,-0.011,0.0,0.491,0.003,0.0,0.005,-0.021,1.998,1.348,0.004,0.003,0.226,0.222,0.222,0.414,-0.01,-0.407,-0.414,-0.421,0.219,0.0,0.0,0.0,0.008,0.005,0.003,0.003,0.016,0.002,0.018,-0.003,0.002,0.004,1.519,0.0,0.012,0.0,-0.017,0.007,0.002,-0.017,0.006,-0.005,0.007,0.002,0.434,0.002,-0.012,-0.028,0.03,0.035,0.003,0.028,0.048,0.01,0.02,0.011,0.004,0.005,0.003,0.02,0.004,0.0,0.0,-0.0,-0.0
0.88,-0.88,-0.884,-0.876,7.742,0.0,1.754,2.646,1.0,-0.025,-0.0,0.502,0.004,0.0,0.018,-0.014,2.002,1.344,0.015,0.008,0.229,0.224,0.224,0.419,-0.002,-0.412,-0.419,-0.426,0.217,0.0,0.0,0.0,0.01,0.007,0.002,0.001,0.011,0.002,0.01,0.028,0.004,0.006,1.523,0.0,0.019,0.0,-0.008,0.007,0.003,-0.034,0.005,0.0,0.006,0.004,0.435,0.004,-0.012,-0.015,0.026,-0.019,0.009,0.03,0.04,-0.011,0.016,0.006,0.004,0.004,0.003,0.015,0.003,0.0,0.0,-0.0,-0.0
0.879,-0.879,-0.885,-0.876,7.723,0.0,1.712,2.644,1.0,0.014,-0.0,0.558,0.017,0.0,-0.079,-0.056,1.998,1.333,0.021,0.016,0.25,0.236,0.236,0.414,0.006,-0.405,-0.414,-0.418,0.23,0.0,0.0,0.0,0.023,0.013,0.003,0.007,0.012,0.002,0.026,0.005,0.004,0.009,1.529,0.0,0.026,0.0,-0.016,0.006,0.007,-0.072,0.016,0.018,0.02,0.005,0.44,0.004,-0.016,-0.043,0.033,0.036,0.004,0.026,0.054,0.011,0.015,-0.019,0.004,0.005,0.003,0.008,0.002,0.0,-0.0,0.0,0.0
0.878,-0.878,-0.886,-0.872,7.716,0.0,1.765,2.641,1.0,-0.031,-0.0,0.526,0.024,0.0,-0.017,-0.107,2.002,1.337,0.017,0.015,0.237,0.229,0.229,0.42,-0.007,-0.404,-0.42,-0.437,0.215,0.0,0.0,0.0,0.023,0.018,0.005,0.007,0.02,0.004,0.027,0.027,0.008,0.016,1.528,0.0,0.017,0.0,-0.022,0.029,0.003,-0.026,0.014,0.002,0.016,0.008,0.439,0.006,0.002,-0.049,0.048,0.025,0.009,0.057,0.067,-0.008,0.035,0.002,0.011,0.018,0.009,0.03,0.012,0.0,-0.0,-0.0,0.0
0.872,-0.871,-0.875,-0.862,7.595,-0.0,1.892,2.633,0.999,-0.006,0.0,0.497,0.007,0.0,0.027,0.063,2.019,1.346,0.008,0.006,0.229,0.223,0.223,0.435,-0.009,-0.427,-0.435,-0.448,0.217,0.0,-0.0,0.0,0.008,0.015,0.004,0.002,0.012,0.003,0.014,-0.001,0.002,0.014,1.529,0.0,0.022,0.0,-0.013,0.029,0.005,-0.03,0.004,-0.007,0.005,0.003,0.438,0.002,-0.02,-0.02,0.032,0.015,0.002,0.033,0.047,0.008,0.018,-0.007,0.006,0.006,0.005,0.009,0.003,0.0,-0.0,0.0,0.0
0.875,-0.874,-0.879,-0.87,7.648,0.0,1.809,2.635,1.0,-0.005,0.0,0.54,0.003,0.0,0.01,0.003,2.01,1.336,0.003,0.002,0.236,0.232,0.232,0.425,-0.003,-0.417,-0.425,-0.431,0.23,0.0,0.0,0.0,0.004,0.005,0.003,0.001,0.01,0.002,0.01,-0.008,0.004,0.004,1.532,0.0,0.015,0.0,-0.009,0.002,0.002,-0.019,0.002,-0.004,0.003,0.002,0.442,0.002,-0.015,-0.013,0.02,-0.004,0.004,0.021,0.032,0.002,0.009,0.002,0.004,0.004,0.003,0.008,0.001,0.0,-0.0,0.0,0.0
0.873,-0.873,-0.876,-0.869,7.621,0.0,1.791,2.634,1.0,0.006,0.0,0.58,0.007,0.0,0.022,-0.012,2.008,1.328,0.005,0.004,0.251,0.241,0.241,0.423,0.0,-0.419,-0.423,-0.429,0.237,0.0,0.0,0.0,0.009,0.006,0.002,0.001,0.012,0.002,0.008,-0.004,0.002,0.004,1.537,0.0,0.014,0.0,-0.004,0.004,0.002,-0.02,0.006,0.008,0.007,0.004,0.446,0.003,-0.013,-0.011,0.022,0.021,0.004,0.031,0.036,-0.01,0.017,0.007,0.003,0.006,0.003,0.016,0.003,0.0,0.0,0.0,-0.0
0.869,-0.868,-0.872,-0.865,7.543,0.0,1.848,2.624,1.0,0.008,-0.0,0.606,0.004,0.0,-0.007,-0.061,2.013,1.322,0.003,0.002,0.254,0.246,0.246,0.43,0.004,-0.424,-0.43,-0.438,0.239,0.0,-0.0,0.0,0.008,0.01,0.002,0.006,0.016,0.002,0.024,-0.005,0.003,0.008,1.545,0.0,0.009,0.0,-0.022,0.013,0.001,-0.014,0.007,0.002,0.009,0.005,0.452,0.004,-0.009,-0.031,0.037,0.042,0.008,0.044,0.056,0.004,0.026,0.012,0.006,0.012,0.005,0.024,0.007,0.0,0.0,0.0,0.0
0.867,-0.867,-0.872,-0.861,7.512,-0.0,1.877,2.618,0.999,-0.018,-0.0,0.597,0.005,0.0,-0.012,-0.007,2.021,1.324,0.003,0.003,0.249,0.244,0.244,0.433,-0.006,-0.427,-0.433,-0.437,0.239,0.0,0.0,0.0,0.017,0.007,0.003,0.004,0.011,0.002,0.021,-0.011,0.004,0.006,1.544,0.0,0.016,0.0,-0.018,0.009,0.002,-0.019,0.008,-0.008,0.01,0.003,0.452,0.003,-0.016,-0.034,0.024,0.025,0.005,0.017,0.04,-0.003,0.008,-0.01,0.004,0.007,0.003,0.004,0.001,0.0,0.0,0.0,0.0
0.881,-0.881,-0.891,-0.871,7.76,-0.0,1.647,2.652,1.0,-0.002,-0.0,0.594,0.01,0.0,0.037,0.038,1.982,1.325,0.007,0.006,0.251,0.244,0.244,0.406,0.031,-0.388,-0.406,-0.429,0.238,0.0,-0.0,0.0,0.01,0.045,0.007,0.004,0.017,0.006,0.019,-0.01,0.011,0.038,1.53,0.0,0.021,0.002,-0.018,0.066,0.005,-0.033,0.006,-0.006,0.007,0.003,0.442,0.003,-0.02,-0.028,0.038,-0.001,0.003,0.038,0.075,-0.062,0.048,-0.107,0.013,0.019,0.012,-0.018,0.023,0.0,0.0,0.0,-0.0
0.885,-0.885,-0.888,-0.88,7.827,-0.0,1.589,2.656,1.001,0.026,0.001,0.593,0.026,0.0,0.012,-0.005,1.982,1.325,0.018,0.016,0.251,0.244,0.244,0.399,0.006,-0.388,-0.399,-0.406,0.237,0.0,-0.0,0.0,0.018,0.016,0.003,0.007,0.016,0.003,0.027,0.0,0.005,0.012,1.527,0.0,0.03,0.0,-0.024,0.017,0.009,-0.054,0.01,-0.008,0.012,0.005,0.441,0.005,-0.024,-0.042,0.046,-0.062,0.009,0.052,0.067,0.016,0.024,-0.001,0.005,0.008,0.004,0.019,0.006,0.0,0.0,-0.0,0.0
0.662,-0.662,-0.69,-0.64,4.381,-0.0,5.305,2.286,0.998,0.048,-0.0,0.278,0.052,0.007,0.437,-0.094,2.4,1.404,0.084,0.064,0.194,0.167,0.166,0.728,-0.069,-0.69,-0.728,-0.753,0.131,0.0,0.0,0.004,0.052,0.048,0.019,0.04,0.046,0.017,0.064,0.146,0.037,0.041,1.556,0.0,0.085,0.002,-0.017,0.07,0.073,-0.105,0.045,0.112,0.061,0.017,0.432,0.013,-0.016,-0.122,0.149,0.036,0.018,0.176,0.217,0.071,0.111,0.036,0.019,0.023,0.016,0.1,0.123,0.0,0.0,-0.0,-0.0
0.62,-0.62,-0.644,-0.603,3.844,-0.0,5.739,2.23,0.998,-0.054,0.0,0.41,0.052,0.002,-0.1,0.015,2.436,1.364,0.041,0.035,0.219,0.203,0.202,0.758,-0.066,-0.735,-0.758,-0.77,0.175,0.0,-0.0,0.0,0.037,0.025,0.015,0.006,0.029,0.014,0.025,0.033,0.029,0.021,1.579,0.0,0.052,0.001,0.013,0.031,0.027,-0.099,0.019,0.042,0.022,0.014,0.457,0.012,-0.031,-0.023,0.06,-0.132,0.022,0.102,0.113,0.032,0.057,0.024,0.01,0.004,0.007,0.052,0.033,0.0,-0.0,0.0,-0.0
0.6,-0.6,-0.607,-0.596,3.601,0.0,5.906,2.214,1.0,-0.004,-0.0,0.494,0.013,0.0,-0.022,0.032,2.448,1.347,0.007,0.006,0.226,0.222,0.222,0.769,0.014,-0.759,-0.769,-0.772,0.221,0.0,0.0,0.0,0.011,0.011,0.003,0.005,0.018,0.003,0.023,-0.017,0.005,0.009,1.591,0.0,0.026,0.0,-0.02,0.012,0.007,-0.037,0.008,-0.001,0.01,0.001,0.468,0.001,-0.025,-0.034,0.037,0.047,0.002,0.031,0.06,-0.012,0.018,-0.003,0.004,0.005,0.003,0.014,0.003,0.0,0.0,0.0,-0.0
0.604,-0.604,-0.61,-0.601,3.653,0.0,5.826,2.22,0.998,0.002,-0.0,0.496,0.005,0.0,0.005,-0.046,2.44,1.346,0.005,0.004,0.226,0.223,0.223,0.763,0.008,-0.76,-0.763,-0.766,0.219,0.0,0.0,0.0,0.006,0.009,0.003,0.004,0.016,0.002,0.02,-0.009,0.003,0.008,1.59,0.0,0.018,0.0,-0.02,0.013,0.003,-0.027,0.004,-0.012,0.005,0.002,0.469,0.002,-0.017,-0.027,0.028,0.011,0.004,0.029,0.05,-0.006,0.016,-0.002,0.002,0.003,0.002,0.013,0.003,0.0,-0.0,0.0,0.0
0.602,-0.601,-0.604,-0.598,3.618,-0.0,5.854,2.218,0.999,-0.002,-0.0,0.502,0.005,0.0,0.004,-0.011,2.443,1.345,0.003,0.002,0.226,0.224,0.224,0.765,-0.003,-0.762,-0.765,-0.769,0.222,0.0,-0.0,0.0,0.002,0.003,0.002,0.003,0.016,0.001,0.017,-0.01,0.002,0.003,1.591,0.0,0.016,0.0,-0.017,0.004,0.002,-0.018,0.001,-0.015,0.001,0.001,0.469,0.001,-0.015,-0.02,0.028,0.006,0.002,0.021,0.048,0.003,0.016,0.01,0.002,0.002,0.001,0.016,0.003,0.0,-0.0,-0.0,0.0
0.599,-0.599,-0.602,-0.594,3.589,-0.0,5.883,2.214,0.999,0.001,0.0,0.507,0.003,0.0,0.002,-0.009,2.446,1.344,0.003,0.002,0.227,0.225,0.225,0.767,-0.0,-0.765,-0.767,-0.77,0.224,0.0,0.0,0.0,0.003,0.002,0.002,0.003,0.015,0.002,0.017,-0.01,0.003,0.002,1.591,0.0,0.014,0.0,-0.016,0.003,0.002,-0.021,0.002,-0.014,0.002,0.001,0.469,0.001,-0.013,-0.021,0.027,0.006,0.002,0.023,0.047,-0.0,0.017,0.014,0.001,0.002,0.001,0.017,0.003,0.0,-0.0,-0.0,0.0
0.596,-0.596,-0.598,-0.592,3.551,0.0,5.92,2.21,0.999,0.001,-0.0,0.508,0.001,0.0,0.01,0.001,2.449,1.343,0.002,0.002,0.227,0.225,0.225,0.769,-0.0,-0.767,-0.769,-0.773,0.224,0.0,0.0,0.0,0.003,0.003,0.002,0.003,0.014,0.001,0.017,-0.007,0.002,0.003,1.591,0.0,0.013,0.0,-0.016,0.005,0.002,-0.017,0.002,-0.01,0.003,0.001,0.469,0.001,-0.013,-0.02,0.026,0.015,0.001,0.02,0.044,-0.001,0.015,0.011,0.002,0.002,0.001,0.015,0.002,0.0,0.0,0.0,-0.0
0.595,-0.595,-0.596,-0.592,3.536,-0.0,5.924,2.21,0.999,0.004,0.0,0.509,0.002,0.0,-0.001,0.017,2.45,1.344,0.002,0.001,0.227,0.226,0.225,0.77,-0.001,-0.766,-0.77,-0.772,0.224,0.0,0.0,0.0,0.002,0.003,0.001,0.003,0.015,0.001,0.018,-0.011,0.003,0.003,1.59,0.0,0.014,0.0,-0.018,0.003,0.002,-0.016,0.002,-0.015,0.002,0.001,0.469,0.001,-0.014,-0.021,0.027,0.005,0.001,0.02,0.045,0.001,0.014,0.008,0.002,0.004,0.002,0.014,0.002,0.0,-0.0,0.0,0.0
0.595,-0.594,-0.599,-0.593,3.534,0.0,5.944,2.208,0.999,-0.002,-0.0,0.505,0.012,0.0,0.017,0.0,2.452,1.344,0.008,0.008,0.226,0.225,0.225,0.771,-0.009,-0.769,-0.771,-0.773,0.223,0.0,0.0,0.0,0.001,0.004,0.002,0.003,0.014,0.001,0.016,0.009,0.002,0.003,1.59,0.0,0.011,0.0,-0.016,0.005,0.001,-0.014,0.002,-0.01,0.002,0.001,0.469,0.001,-0.007,-0.018,0.026,0.006,0.001,0.024,0.041,0.007,0.015,0.008,0.001,0.002,0.001,0.014,0.002,0.0,-0.0,-0.0,0.0
0.591,-0.591,-0.595,-0.586,3.495,-0.0,5.968,2.205,0.998,-0.007,-0.0,0.499,0.004,0.0,-0.012,-0.005,2.456,1.345,0.007,0.005,0.225,0.223,0.223,0.773,0.006,-0.768,-0.773,-0.776,0.221,0.0,-0.0,0.0,0.002,0.003,0.002,0.003,0.015,0.002,0.019,-0.012,0.002,0.002,1.587,0.0,0.019,0.0,-0.018,0.004,0.004,-0.034,0.003,-0.013,0.004,0.001,0.467,0.001,-0.017,-0.027,0.026,-0.019,0.001,0.019,0.05,0.001,0.015,0.01,0.002,0.002,0.002,0.015,0.002,0.0,0.0,-0.0,-0.0
0.59,-0.59,-0.592,-0.588,3.485,0.0,5.992,2.203,0.998,-0.003,-0.0,0.499,0.001,0.0,0.001,-0.011,2.458,1.346,0.004,0.003,0.226,0.223,0.223,0.774,0.005,-0.77,-0.774,-0.78,0.219,0.0,0.0,0.0,0.002,0.003,0.001,0.003,0.014,0.001,0.016,-0.002,0.003,0.002,1.588,0.0,0.013,0.0,-0.016,0.002,0.002,-0.021,0.002,-0.013,0.002,0.002,0.468,0.002,-0.012,-0.022,0.024,-0.002,0.003,0.016,0.041,-0.004,0.014,0.005,0.003,0.002,0.002,0.013,0.002,0.0,0.0,0.0,-0.0
0.589,-0.589,-0.59,-0.587,3.465,-0.0,6.014,2.2,1.0,0.003,0.0,0.506,0.002,0.0,0.004,0.01,2.459,1.344,0.002,0.001,0.227,0.225,0.225,0.776,-0.0,-0.774,-0.776,-0.777,0.223,0.0,0.0,0.0,0.005,0.003,0.001,0.003,0.015,0.001,0.017,-0.009,0.002,0.002,1.589,0.0,0.013,0.0,-0.016,0.001,0.002,-0.015,0.003,-0.01,0.003,0.001,0.469,0.001,-0.013,-0.02,0.026,0.016,0.002,0.021,0.044,-0.002,0.015,0.011,0.001,0.001,0.001,0.015,0.002,0.0,-0.0,0.0,0.0
0.587,-0.587,-0.59,-0.586,3.45,-0.0,6.026,2.199,0.999,0.001,-0.0,0.507,0.002,0.0,0.001,0.001,2.461,1.344,0.001,0.001,0.227,0.225,0.225,0.776,0.0,-0.774,-0.776,-0.777,0.224,0.0,-0.0,0.0,0.001,0.003,0.001,0.003,0.015,0.001,0.018,-0.011,0.001,0.002,1.589,0.0,0.014,0.0,-0.017,0.003,0.002,-0.015,0.001,-0.016,0.001,0.001,0.468,0.001,-0.014,-0.019,0.027,-0.004,0.002,0.02,0.046,0.002,0.015,0.012,0.001,0.001,0.001,0.015,0.002,0.0,0.0,-0.0,-0.0
0.586,-0.586,-0.587,-0.583,3.43,-0.0,6.048,2.198,0.999,-0.001,-0.0,0.504,0.002,0.0,-0.007,0.01,2.462,1.344,0.001,0.001,0.226,0.225,0.224,0.778,0.002,-0.776,-0.778,-0.781,0.223,0.0,-0.0,0.0,0.002,0.002,0.001,0.003,0.014,0.001,0.017,-0.011,0.001,0.002,1.588,0.0,0.013,0.0,-0.017,0.002,0.002,-0.015,0.001,-0.015,0.001,0.001,0.468,0.001,-0.013,-0.02,0.025,-0.002,0.001,0.02,0.044,0.0,0.015,0.012,0.002,0.001,0.001,0.014,0.002,0.0,0.0,-0.0,-0.0
0.585,-0.585,-0.588,-0.582,3.423,0.0,6.059,2.197,0.999,0.0,-0.0,0.502,0.003,0.0,-0.018,0.016,2.464,1.345,0.003,0.002,0.225,0.224,0.224,0.778,0.003,-0.776,-0.778,-0.781,0.223,0.0,-0.0,0.0,0.003,0.004,0.002,0.003,0.014,0.001,0.018,-0.008,0.002,0.003,1.588,0.0,0.013,0.0,-0.017,0.002,0.002,-0.017,0.002,-0.014,0.002,0.001,0.467,0.001,-0.013,-0.02,0.024,-0.01,0.002,0.023,0.042,-0.004,0.013,0.007,0.001,0.001,0.001,0.012,0.002,0.0,0.0,0.0,-0.0
0.583,-0.583,-0.586,-0.581,3.4,-0.0,6.082,2.194,0.999,-0.002,0.0,0.5,0.013,0.0,-0.005,0.015,2.466,1.346,0.008,0.007,0.227,0.224,0.224,0.78,-0.003,-0.777,-0.78,-0.782,0.218,0.0,-0.0,0.0,0.007,0.004,0.001,0.003,0.015,0.001,0.018,-0.001,0.001,0.003,1.587,0.0,0.015,0.0,-0.017,0.006,0.002,-0.026,0.004,-0.009,0.005,0.002,0.467,0.002,-0.013,-0.026,0.028,-0.007,0.002,0.021,0.046,-0.001,0.016,0.011,0.002,0.002,0.001,0.016,0.003,0.0,0.0,-0.0,-0.0
0.582,-0.582,-0.584,-0.578,3.387,0.0,6.095,2.193,0.999,0.002,-0.0,0.499,0.004,0.0,0.004,0.007,2.468,1.346,0.002,0.002,0.225,0.223,0.223,0.781,0.001,-0.779,-0.781,-0.782,0.222,0.0,-0.0,0.0,0.002,0.003,0.002,0.004,0.016,0.001,0.019,-0.012,0.002,0.002,1.586,0.0,0.015,0.0,-0.019,0.002,0.002,-0.018,0.001,-0.016,0.002,0.001,0.466,0.001,-0.015,-0.022,0.028,-0.003,0.002,0.021,0.048,-0.0,0.014,0.009,0.001,0.002,0.001,0.014,0.002,0.0,0.0,-0.0,-0.0
0.582,-0.581,-0.583,-0.579,3.381,0.0,6.114,2.192,0.999,0.005,0.0,0.499,0.002,0.0,0.007,0.02,2.468,1.345,0.003,0.002,0.225,0.223,0.223,0.782,0.002,-0.78,-0.782,-0.786,0.221,0.0,0.0,0.0,0.004,0.004,0.001,0.003,0.015,0.001,0.017,-0.01,0.002,0.004,1.587,0.0,0.015,0.0,-0.017,0.007,0.002,-0.022,0.002,-0.014,0.002,0.001,0.467,0.001,-0.015,-0.021,0.026,-0.004,0.001,0.022,0.046,-0.003,0.015,0.009,0.002,0.003,0.001,0.014,0.002,0.0,0.0,0.0,0.0
0.582,-0.582,-0.583,-0.58,3.385,0.0,6.1,2.192,0.999,0.002,0.0,0.504,0.002,0.0,0.004,-0.005,2.468,1.344,0.002,0.002,0.226,0.224,0.224,0.781,0.001,-0.779,-0.781,-0.784,0.222,0.0,-0.0,0.0,0.001,0.003,0.001,0.003,0.014,0.001,0.017,-0.011,0.002,0.002,1.587,0.0,0.014,0.0,-0.017,0.003,0.002,-0.017,0.001,-0.015,0.001,0.001,0.467,0.001,-0.014,-0.019,0.025,-0.003,0.001,0.016,0.043,-0.001,0.012,0.007,0.001,0.002,0.001,0.012,0.001,0.0,-0.0,0.0,-0.0
0.583,-0.583,-0.588,-0.58,3.399,0.0,6.084,2.194,1.0,0.002,0.0,0.499,0.013,0.0,-0.001,0.01,2.466,1.345,0.008,0.008,0.225,0.223,0.223,0.78,-0.008,-0.777,-0.78,-0.782,0.22,0.0,0.0,0.0,0.005,0.006,0.002,0.002,0.014,0.002,0.015,0.008,0.003,0.004,1.586,0.0,0.01,0.0,-0.014,0.003,0.001,-0.014,0.004,-0.004,0.005,0.001,0.467,0.001,-0.006,-0.021,0.024,-0.001,0.001,0.018,0.035,0.003,0.012,-0.004,0.001,0.002,0.001,0.011,0.001,0.0,0.0,0.0,-0.0
0.585,-0.585,-0.591,-0.58,3.42,-0.0,6.075,2.194,0.999,0.004,-0.0,0.484,0.003,0.0,0.027,-0.008,2.467,1.349,0.005,0.004,0.222,0.22,0.22,0.779,0.011,-0.772,-0.779,-0.783,0.218,0.0,-0.0,0.0,0.006,0.004,0.003,0.004,0.014,0.003,0.019,-0.004,0.004,0.003,1.584,0.0,0.014,0.0,-0.018,0.007,0.002,-0.02,0.004,-0.005,0.006,0.001,0.464,0.001,-0.014,-0.025,0.026,0.028,0.002,0.015,0.041,-0.01,0.01,0.005,0.003,0.004,0.002,0.01,0.001,0.0,0.0,-0.0,-0.0
0.587,-0.587,-0.589,-0.585,3.442,0.0,6.068,2.198,1.0,-0.001,0.0,0.484,0.001,0.0,-0.003,0.007,2.464,1.349,0.002,0.001,0.222,0.22,0.22,0.779,-0.004,-0.778,-0.779,-0.78,0.219,0.0,-0.0,0.0,0.001,0.004,0.001,0.003,0.016,0.001,0.018,-0.011,0.002,0.003,1.586,0.0,0.014,0.0,-0.018,0.005,0.002,-0.017,0.001,-0.016,0.001,0.001,0.465,0.001,-0.014,-0.019,0.028,0.003,0.002,0.021,0.046,-0.001,0.014,0.007,0.001,0.002,0.001,0.014,0.002,0.0,-0.0,-0.0,0.0
0.587,-0.587,-0.598,-0.583,3.447,-0.0,6.044,2.197,1.0,0.005,0.0,0.493,0.005,0.0,-0.005,-0.007,2.465,1.347,0.005,0.004,0.229,0.222,0.222,0.777,-0.015,-0.765,-0.777,-0.782,0.217,0.0,-0.0,0.0,0.008,0.02,0.005,0.002,0.013,0.004,0.014,-0.007,0.001,0.017,1.586,0.0,0.017,0.0,-0.012,0.032,0.003,-0.024,0.005,0.002,0.006,0.003,0.466,0.003,-0.016,-0.02,0.027,-0.01,0.004,0.023,0.046,0.016,0.02,-0.034,0.005,0.003,0.004,-0.001,0.004,0.0,-0.0,-0.0,0.0
0.604,-0.604,-0.619,-0.595,3.65,-0.0,5.831,2.22,0.999,0.005,0.0,0.504,0.023,0.001,-0.116,-0.085,2.442,1.344,0.024,0.017,0.235,0.225,0.224,0.764,-0.005,-0.753,-0.764,-0.774,0.217,0.0,-0.0,0.0,0.018,0.02,0.007,0.009,0.014,0.006,0.03,0.023,0.011,0.016,1.592,0.0,0.026,0.0,-0.028,0.02,0.007,-0.071,0.01,-0.009,0.011,0.005,0.47,0.005,-0.011,-0.044,0.04,0.032,0.008,0.019,0.061,0.004,0.021,-0.04,0.006,0.007,0.005,-0.007,0.004,0.0,0.0,0.0,-0.0
0.626,-0.626,-0.639,-0.618,3.924,-0.0,5.564,2.244,0.999,-0.001,0.0,0.481,0.006,0.0,-0.001,0.017,2.419,1.349,0.007,0.004,0.224,0.219,0.219,0.746,-0.005,-0.733,-0.746,-0.754,0.214,0.0,-0.0,0.0,0.012,0.019,0.007,0.003,0.011,0.006,0.018,0.005,0.011,0.017,1.592,0.0,0.014,0.0,-0.016,0.036,0.002,-0.02,0.007,-0.001,0.009,0.003,0.469,0.003,-0.012,-0.032,0.028,-0.048,0.004,0.01,0.047,0.008,0.024,-0.04,0.007,0.011,0.006,-0.014,0.006,0.0,-0.0,0.0,0.0
0.634,-0.634,-0.637,-0.63,4.015,-0.0,5.472,2.257,0.998,0.004,0.0,0.483,0.009,0.0,-0.015,-0.024,2.406,1.35,0.009,0.008,0.225,0.22,0.22,0.74,0.006,-0.736,-0.74,-0.743,0.216,0.0,-0.0,0.0,0.015,0.005,0.002,0.009,0.022,0.002,0.03,-0.017,0.004,0.005,1.593,0.0,0.027,0.0,-0.028,0.008,0.007,-0.046,0.01,-0.015,0.012,0.003,0.469,0.002,-0.026,-0.052,0.04,-0.023,0.003,0.032,0.076,-0.003,0.023,0.017,0.003,0.004,0.002,0.023,0.005,0.0,0.0,-0.0,-0.0
0.628,-0.628,-0.637,-0.622,3.94,0.0,5.553,2.25,0.999,-0.008,0.0,0.504,0.004,0.0,-0.024,0.005,2.412,1.344,0.005,0.004,0.228,0.225,0.224,0.745,-0.018,-0.741,-0.745,-0.751,0.22,0.0,0.0,0.0,0.008,0.007,0.004,0.003,0.014,0.003,0.017,-0.013,0.002,0.006,1.597,0.0,0.019,0.0,-0.015,0.01,0.004,-0.03,0.005,-0.002,0.006,0.003,0.472,0.002,-0.018,-0.023,0.028,0.005,0.004,0.025,0.047,0.015,0.015,0.001,0.003,0.005,0.003,0.013,0.002,0.0,-0.0,0.0,0.0
0.627,-0.627,-0.631,-0.625,3.931,0.0,5.543,2.249,0.999,0.001,0.0,0.51,0.008,0.0,-0.03,0.034,2.412,1.342,0.007,0.006,0.228,0.226,0.226,0.745,-0.002,-0.739,-0.744,-0.749,0.224,0.0,0.0,0.0,0.008,0.007,0.002,0.003,0.016,0.002,0.019,-0.005,0.003,0.005,1.597,0.0,0.017,0.0,-0.018,0.005,0.003,-0.029,0.004,-0.011,0.005,0.001,0.472,0.001,-0.015,-0.024,0.03,-0.008,0.003,0.031,0.052,0.002,0.02,0.006,0.003,0.005,0.003,0.019,0.004,0.0,-0.0,-0.0,-0.0
