g_x_mean,accl_y,g_y_mean,jerk_z,accl_x,ag_z_min,ag_y_min,g_z_mean,SMA_g,IQR_g_z,VAR_g_x,accl_z,MAD_g_x,ag_x_mean,ag_x_max,VAR_g_y,RMS_g_z,ag_y_max,IQR_g_y,ag_y_mean,STD_ag_x,RMS_ag_z,g_z_min,STD_g_y,ag_z_max,RMS_ag_y,ag_z_mean,STD_g_x,ag_x_min,th_z,VAR_ag_z,VAR_ag_x,g_y_min,STD_g_z,g_x_max,RMS_ag_x,MAD_g_y,MAD_g_z,IQR_g_x,STD_ag_z,IQR_ag_z,SVM_g,MAD_ag_z,RMS_g_y,RMS_g_x,VAR_g_z,g_z_max,th_y,MAD_ag_x,g_y_max,th_x,FFT_ag_z,FFT_g_y,FFT_g_z,FFT_ag_x,E_ag_y,FFT_g_x,STD_ag_y,IQR_ag_x,CM_a,g_x_min,MAD_ag_y,SVM_a,IQR_ag_y,E_ag_x,E_ag_z,SMA_a,E_g_y,FFT_ag_y,jerk_y,VAR_ag_y,E_g_x,CM_g,jerk_x,E_g_z
-0.016,-0.0,0.004,0.0,-0.0,-0.437,0.239,-0.018,0.04,0.017,0.0,0.0,0.003,-0.867,-0.861,0.0,0.021,0.249,0.009,0.244,0.003,0.433,-0.034,0.007,-0.427,0.244,-0.433,0.003,-0.872,2.021,0.0,0.0,-0.01,0.01,-0.011,0.867,0.006,0.008,0.005,0.004,0.007,0.024,0.003,0.008,0.016,0.0,-0.008,1.324,0.002,0.017,2.618,-0.003,-0.007,0.025,-0.006,0.597,-0.012,0.003,0.004,0.452,-0.019,0.003,0.999,0.005,7.512,1.877,1.544,0.001,-0.018,0.0,0.0,0.002,0.011,0.0,0.004
-0.02,-0.0,-0.018,-0.0,-0.0,-0.429,0.238,-0.018,0.075,0.01,0.0,-0.0,0.006,-0.881,-0.871,0.002,0.019,0.251,0.066,0.244,0.007,0.406,-0.028,0.045,-0.388,0.244,-0.406,0.007,-0.891,1.982,0.0,0.0,-0.107,0.007,-0.01,0.881,0.038,0.006,0.01,0.013,0.019,0.038,0.012,0.048,0.021,0.0,-0.006,1.325,0.006,0.038,2.652,-0.062,0.038,-0.001,0.031,0.594,0.037,0.003,0.011,0.442,-0.033,0.003,1.0,0.003,7.76,1.647,1.53,0.023,-0.002,0.0,0.0,0.005,0.017,0.0,0.004
-0.024,-0.0,0.019,0.0,-0.0,-0.406,0.237,-0.024,0.067,0.018,0.0,-0.0,0.016,-0.885,-0.88,0.0,0.027,0.251,0.017,0.244,0.003,0.399,-0.042,0.016,-0.388,0.244,-0.399,0.018,-0.888,1.982,0.0,0.0,-0.001,0.012,0.0,0.885,0.012,0.01,0.026,0.005,0.008,0.046,0.004,0.024,0.03,0.0,-0.008,1.325,0.003,0.052,2.656,0.016,-0.005,-0.062,0.006,0.593,0.012,0.005,0.005,0.441,-0.054,0.005,1.001,0.009,7.827,1.589,1.527,0.006,0.026,-0.0,0.0,0.009,0.016,0.0,0.007
0.008,-0.0,0.022,-0.0,0.0,-0.424,0.227,-0.026,0.075,0.02,0.001,0.0,0.021,-0.877,-0.869,0.0,0.029,0.245,0.028,0.237,0.004,0.411,-0.044,0.022,-0.402,0.237,-0.411,0.025,-0.882,1.994,0.0,0.0,-0.018,0.013,0.052,0.877,0.019,0.011,0.031,0.007,0.007,0.052,0.006,0.031,0.026,0.0,-0.006,1.331,0.003,0.048,2.646,0.001,-0.04,0.001,0.015,0.562,-0.117,0.006,0.004,0.442,-0.026,0.005,0.998,0.007,7.684,1.69,1.525,0.01,0.004,-0.0,0.0,0.007,0.021,0.0,0.008
-0.018,0.0,0.016,-0.0,-0.0,-0.904,0.076,-0.018,0.053,0.004,0.0,-0.0,0.003,-0.403,-0.4,0.0,0.019,0.079,0.005,0.078,0.002,0.901,-0.022,0.004,-0.899,0.078,-0.901,0.004,-0.406,2.714,0.0,0.0,0.012,0.002,-0.011,0.403,0.003,0.002,0.006,0.001,0.001,0.032,0.001,0.017,0.019,0.0,-0.015,1.493,0.002,0.023,1.99,0.003,-0.003,-0.008,0.002,0.061,-0.006,0.001,0.004,0.304,-0.023,0.001,0.99,0.002,1.627,8.111,1.382,0.003,-0.0,-0.0,0.0,0.004,0.018,0.0,0.003
-0.017,-0.0,0.014,0.0,-0.0,-0.904,0.076,-0.017,0.048,0.004,0.0,0.0,0.004,-0.401,-0.397,0.0,0.018,0.081,0.004,0.078,0.002,0.902,-0.022,0.003,-0.9,0.079,-0.902,0.004,-0.405,2.716,0.0,0.0,0.01,0.003,-0.011,0.401,0.002,0.003,0.008,0.001,0.003,0.03,0.001,0.014,0.018,0.0,-0.011,1.491,0.002,0.02,1.988,-0.004,-0.007,-0.017,-0.001,0.062,-0.006,0.002,0.002,0.306,-0.025,0.001,0.99,0.003,1.609,8.127,1.381,0.002,0.002,0.0,0.0,0.003,0.016,-0.0,0.003
-0.017,0.0,0.014,0.0,0.0,-0.903,0.077,-0.017,0.049,0.003,0.0,0.0,0.002,-0.4,-0.398,0.0,0.017,0.082,0.003,0.08,0.002,0.901,-0.019,0.003,-0.898,0.08,-0.901,0.003,-0.404,2.717,0.0,0.0,0.009,0.002,-0.013,0.4,0.002,0.001,0.003,0.002,0.002,0.028,0.001,0.014,0.018,0.0,-0.015,1.49,0.001,0.019,1.986,0.004,-0.007,0.001,-0.003,0.065,0.009,0.001,0.002,0.308,-0.023,0.001,0.99,0.001,1.596,8.12,1.381,0.002,-0.004,-0.0,0.0,0.003,0.016,-0.0,0.003
-0.017,0.0,0.014,0.0,0.0,-0.905,0.08,-0.018,0.049,0.003,0.0,0.0,0.002,-0.398,-0.394,0.0,0.018,0.085,0.003,0.083,0.002,0.903,-0.02,0.002,-0.901,0.083,-0.903,0.003,-0.401,2.718,0.0,0.0,0.011,0.002,-0.013,0.398,0.002,0.001,0.002,0.001,0.003,0.029,0.001,0.015,0.018,0.0,-0.015,1.487,0.002,0.018,1.985,0.006,0.003,-0.001,-0.005,0.068,-0.007,0.002,0.003,0.31,-0.024,0.001,0.99,0.002,1.581,8.15,1.383,0.002,-0.005,-0.0,0.0,0.003,0.016,-0.0,0.003
-0.016,-0.0,0.013,-0.0,0.0,-0.906,0.083,-0.018,0.047,0.002,0.0,0.0,0.002,-0.396,-0.394,0.0,0.018,0.086,0.003,0.084,0.001,0.904,-0.021,0.003,-0.902,0.084,-0.904,0.002,-0.399,2.721,0.0,0.0,0.01,0.002,-0.011,0.396,0.002,0.001,0.002,0.001,0.002,0.027,0.001,0.014,0.016,0.0,-0.015,1.486,0.001,0.022,1.982,0.001,0.001,0.003,-0.005,0.071,-0.004,0.001,0.002,0.312,-0.02,0.001,0.991,0.001,1.571,8.17,1.384,0.002,-0.003,0.0,0.0,0.003,0.015,0.0,0.003
-0.017,0.0,0.015,-0.0,-0.0,-0.907,0.083,-0.018,0.05,0.003,0.0,0.0,0.004,-0.395,-0.392,0.0,0.018,0.089,0.007,0.086,0.002,0.904,-0.023,0.005,-0.9,0.086,-0.904,0.004,-0.397,2.721,0.0,0.0,0.009,0.003,-0.011,0.395,0.004,0.002,0.007,0.002,0.001,0.03,0.001,0.015,0.018,0.0,-0.013,1.485,0.001,0.023,1.982,-0.001,-0.013,-0.005,-0.006,0.073,0.008,0.001,0.002,0.312,-0.025,0.001,0.991,0.001,1.559,8.176,1.385,0.002,-0.007,0.0,0.0,0.003,0.017,0.0,0.003
-0.014,-0.0,0.01,0.0,0.0,-0.907,0.081,-0.018,0.042,0.002,0.0,0.0,0.003,-0.396,-0.394,0.0,0.019,0.084,0.003,0.083,0.002,0.903,-0.022,0.004,-0.899,0.083,-0.903,0.003,-0.4,2.721,0.0,0.0,0.002,0.002,-0.009,0.396,0.003,0.002,0.005,0.002,0.001,0.026,0.001,0.011,0.014,0.0,-0.016,1.487,0.001,0.019,1.982,-0.002,-0.008,-0.009,0.001,0.069,0.007,0.001,0.002,0.31,-0.019,0.001,0.99,0.002,1.57,8.158,1.382,0.001,0.003,-0.0,0.0,0.002,0.013,0.0,0.003
0.002,0.0,-0.015,-0.0,-0.0,-0.907,0.07,0.007,0.062,0.035,0.0,0.0,0.017,-0.402,-0.394,0.001,0.025,0.085,0.032,0.079,0.005,0.902,-0.019,0.029,-0.896,0.079,-0.902,0.021,-0.415,2.716,0.0,0.0,-0.081,0.024,0.048,0.402,0.023,0.021,0.028,0.003,0.005,0.027,0.003,0.033,0.021,0.001,0.052,1.49,0.004,0.015,1.988,0.001,-0.018,0.009,-0.011,0.063,0.001,0.004,0.006,0.308,-0.022,0.004,0.99,0.005,1.615,8.14,1.383,0.011,-0.001,-0.0,0.0,0.005,0.014,0.0,0.006
0.006,0.001,-0.028,0.0,0.002,-0.893,0.056,0.001,0.163,0.1,0.009,0.001,0.07,-0.448,-0.425,0.003,0.056,0.111,0.077,0.079,0.012,0.878,-0.089,0.054,-0.859,0.081,-0.878,0.093,-0.465,2.661,0.0,0.0,-0.12,0.056,0.181,0.448,0.046,0.048,0.101,0.011,0.012,0.124,0.009,0.061,0.093,0.003,0.079,1.493,0.01,0.055,2.044,-0.055,-0.296,0.189,0.064,0.065,0.102,0.016,0.014,0.312,-0.167,0.013,0.99,0.02,2.009,7.708,1.405,0.038,-0.091,-0.0,0.0,0.087,0.052,-0.0,0.032
0.042,0.0,0.01,0.0,0.0,-0.882,-0.003,-0.009,0.104,0.068,0.001,-0.0,0.029,-0.465,-0.457,0.0,0.047,0.061,0.038,0.026,0.006,0.873,-0.102,0.021,-0.864,0.035,-0.873,0.036,-0.474,2.652,0.0,0.0,-0.017,0.046,0.108,0.465,0.019,0.04,0.049,0.005,0.007,0.066,0.004,0.023,0.055,0.002,0.039,1.543,0.005,0.042,2.06,-0.013,-0.001,-0.135,0.029,0.012,-0.214,0.023,0.01,0.222,-0.014,0.021,0.99,0.037,2.165,7.627,1.365,0.005,0.057,-0.0,0.001,0.03,0.024,-0.0,0.022
-0.043,-0.0,-0.01,-0.0,-0.0,-0.884,0.011,-0.036,0.12,0.045,0.002,-0.0,0.03,-0.471,-0.449,0.001,0.053,0.036,0.054,0.024,0.016,0.87,-0.092,0.033,-0.855,0.025,-0.87,0.04,-0.494,2.643,0.0,0.0,-0.064,0.039,0.009,0.471,0.03,0.031,0.029,0.009,0.012,0.058,0.008,0.034,0.059,0.002,0.038,1.546,0.015,0.026,2.068,-0.027,0.183,0.256,0.046,0.006,0.173,0.006,0.03,0.216,-0.13,0.005,0.99,0.006,2.217,7.575,1.365,0.012,-0.021,0.0,0.0,0.035,0.029,0.0,0.028
-0.023,0.0,0.036,0.0,-0.0,-0.878,0.023,-0.029,0.087,0.006,0.0,0.0,0.01,-0.469,-0.457,0.0,0.029,0.036,0.017,0.028,0.008,0.872,-0.041,0.012,-0.863,0.029,-0.872,0.013,-0.481,2.649,0.0,0.0,0.012,0.005,-0.005,0.469,0.01,0.004,0.01,0.005,0.009,0.05,0.004,0.038,0.027,0.0,-0.024,1.543,0.006,0.055,2.063,0.016,-0.036,0.01,-0.019,0.008,-0.008,0.004,0.01,0.224,-0.047,0.003,0.99,0.004,2.198,7.597,1.369,0.014,-0.011,0.0,0.0,0.007,0.028,-0.0,0.008
-0.025,-0.0,0.019,0.0,-0.0,-0.882,0.028,-0.023,0.067,0.011,0.0,0.0,0.008,-0.458,-0.453,0.0,0.024,0.034,0.008,0.031,0.003,0.877,-0.032,0.007,-0.872,0.031,-0.877,0.009,-0.463,2.658,0.0,0.0,0.007,0.007,-0.012,0.458,0.006,0.006,0.016,0.002,0.002,0.04,0.002,0.02,0.027,0.0,-0.012,1.539,0.003,0.033,2.052,-0.001,-0.044,-0.026,0.006,0.01,-0.033,0.002,0.004,0.233,-0.039,0.002,0.989,0.004,2.1,7.691,1.366,0.004,-0.003,0.0,0.0,0.007,0.021,0.0,0.006
-0.017,0.0,0.014,0.0,0.0,-0.879,0.032,-0.019,0.05,0.001,0.0,0.0,0.004,-0.457,-0.452,0.0,0.019,0.035,0.009,0.033,0.002,0.877,-0.021,0.006,-0.873,0.033,-0.877,0.004,-0.461,2.66,0.0,0.0,0.007,0.001,-0.012,0.457,0.006,0.001,0.007,0.002,0.001,0.029,0.001,0.015,0.018,0.0,-0.017,1.537,0.002,0.026,2.051,-0.005,0.003,0.003,0.002,0.011,-0.012,0.001,0.002,0.237,-0.024,0.001,0.99,0.001,2.088,7.691,1.367,0.002,0.002,0.0,0.0,0.003,0.015,-0.0,0.004
-0.017,0.0,0.021,-0.0,0.0,-0.885,0.033,-0.019,0.056,0.004,0.0,0.0,0.003,-0.451,-0.445,0.0,0.019,0.038,0.008,0.035,0.003,0.881,-0.025,0.005,-0.878,0.035,-0.881,0.004,-0.454,2.666,0.0,0.0,0.012,0.003,-0.01,0.451,0.004,0.003,0.006,0.002,0.002,0.033,0.002,0.022,0.017,0.0,-0.014,1.535,0.003,0.029,2.045,0.001,-0.005,0.012,0.002,0.012,0.017,0.001,0.005,0.24,-0.022,0.001,0.99,0.002,2.031,7.758,1.367,0.005,-0.002,0.0,0.0,0.003,0.019,0.0,0.004
-0.015,0.0,0.021,-0.0,-0.0,-0.889,0.034,-0.016,0.052,0.002,0.0,0.0,0.002,-0.446,-0.437,0.0,0.017,0.036,0.016,0.035,0.003,0.883,-0.019,0.009,-0.879,0.035,-0.883,0.002,-0.449,2.672,0.0,0.0,0.012,0.002,-0.009,0.446,0.008,0.001,0.001,0.003,0.002,0.028,0.002,0.023,0.015,0.0,-0.014,1.534,0.002,0.035,2.039,-0.01,0.012,-0.0,0.011,0.013,-0.002,0.001,0.002,0.242,-0.017,0.001,0.99,0.001,1.986,7.799,1.364,0.005,-0.001,0.0,0.0,0.002,0.016,0.0,0.003
-0.018,-0.0,0.02,0.0,-0.0,-0.895,0.035,-0.02,0.058,0.002,0.0,-0.0,0.003,-0.433,-0.427,0.0,0.02,0.04,0.02,0.037,0.004,0.89,-0.023,0.011,-0.886,0.037,-0.89,0.004,-0.439,2.687,0.0,0.0,0.006,0.002,-0.014,0.433,0.011,0.001,0.005,0.003,0.004,0.034,0.002,0.023,0.018,0.0,-0.017,1.533,0.004,0.034,2.024,0.009,0.033,0.003,-0.019,0.014,-0.001,0.001,0.007,0.243,-0.026,0.001,0.99,0.001,1.878,7.918,1.36,0.005,-0.007,0.0,0.0,0.003,0.019,0.0,0.004
-0.015,0.0,0.015,0.0,0.0,-0.893,0.035,-0.018,0.047,0.002,0.0,0.0,0.002,-0.432,-0.429,0.0,0.018,0.037,0.004,0.036,0.002,0.891,-0.019,0.003,-0.889,0.036,-0.891,0.002,-0.435,2.69,0.0,0.0,0.011,0.002,-0.01,0.432,0.003,0.001,0.004,0.001,0.002,0.027,0.001,0.016,0.015,0.0,-0.014,1.534,0.002,0.023,2.021,0.004,-0.009,-0.003,-0.007,0.013,0.0,0.001,0.002,0.24,-0.017,0.0,0.99,0.001,1.863,7.935,1.358,0.002,0.002,0.0,0.0,0.002,0.016,-0.0,0.003
-0.016,-0.0,0.021,-0.0,0.0,-0.897,0.031,-0.02,0.057,0.005,0.0,-0.0,0.004,-0.426,-0.42,0.0,0.022,0.04,0.013,0.036,0.005,0.893,-0.041,0.008,-0.887,0.036,-0.893,0.005,-0.435,2.696,0.0,0.0,0.007,0.008,-0.008,0.426,0.007,0.005,0.006,0.003,0.006,0.034,0.003,0.022,0.017,0.0,-0.009,1.534,0.004,0.03,2.016,-0.001,-0.044,-0.028,-0.004,0.013,0.02,0.002,0.007,0.238,-0.026,0.002,0.991,0.002,1.818,7.978,1.355,0.005,-0.007,-0.0,0.0,0.003,0.017,0.0,0.005
-0.016,0.0,0.009,0.0,0.0,-0.894,0.03,-0.022,0.047,0.003,0.0,0.0,0.003,-0.426,-0.423,0.0,0.023,0.04,0.003,0.034,0.002,0.893,-0.04,0.003,-0.89,0.034,-0.893,0.004,-0.43,2.696,0.0,0.0,0.005,0.007,-0.01,0.426,0.002,0.004,0.004,0.001,0.002,0.026,0.001,0.01,0.017,0.0,-0.015,1.536,0.001,0.017,2.015,0.002,0.008,-0.013,-0.001,0.011,0.003,0.003,0.002,0.234,-0.023,0.002,0.99,0.003,1.818,7.975,1.353,0.001,0.009,0.0,0.0,0.003,0.014,-0.0,0.005
-0.014,0.0,0.007,-0.0,0.0,-0.894,0.028,-0.019,0.04,0.004,0.0,0.0,0.004,-0.431,-0.423,0.0,0.019,0.035,0.005,0.032,0.003,0.892,-0.024,0.006,-0.89,0.032,-0.892,0.006,-0.435,2.69,0.0,0.0,-0.001,0.003,-0.009,0.431,0.004,0.002,0.004,0.001,0.003,0.024,0.001,0.009,0.016,0.0,-0.014,1.538,0.002,0.02,2.022,-0.005,0.028,0.007,0.009,0.01,-0.023,0.002,0.003,0.232,-0.031,0.002,0.991,0.004,1.854,7.953,1.355,0.001,0.003,0.0,0.0,0.002,0.011,0.0,0.004
-0.018,0.0,0.014,0.0,0.0,-0.894,0.029,-0.019,0.051,0.002,0.0,0.0,0.002,-0.432,-0.43,0.0,0.019,0.032,0.004,0.03,0.001,0.891,-0.024,0.003,-0.888,0.031,-0.891,0.002,-0.434,2.689,0.0,0.0,0.009,0.002,-0.015,0.432,0.002,0.001,0.002,0.002,0.002,0.03,0.001,0.015,0.018,0.0,-0.017,1.54,0.001,0.019,2.023,0.002,-0.006,-0.006,-0.0,0.009,0.004,0.001,0.002,0.228,-0.021,0.001,0.99,0.001,1.868,7.935,1.354,0.002,-0.003,-0.0,0.0,0.003,0.017,0.0,0.004
-0.015,0.0,0.015,0.0,0.0,-0.894,0.03,-0.018,0.047,0.002,0.0,0.0,0.001,-0.431,-0.428,0.0,0.018,0.032,0.003,0.031,0.002,0.891,-0.02,0.003,-0.889,0.031,-0.891,0.002,-0.434,2.69,0.0,0.0,0.011,0.001,-0.011,0.431,0.003,0.001,0.001,0.001,0.001,0.028,0.001,0.015,0.015,0.0,-0.016,1.539,0.002,0.023,2.021,0.001,-0.016,0.0,-0.005,0.01,-0.003,0.001,0.003,0.228,-0.017,0.001,0.99,0.002,1.855,7.946,1.353,0.002,0.001,0.0,0.0,0.002,0.016,-0.0,0.003
-0.013,-0.0,0.013,-0.0,0.0,-0.894,0.028,-0.017,0.044,0.002,0.0,-0.0,0.002,-0.43,-0.427,0.0,0.017,0.032,0.004,0.03,0.002,0.892,-0.02,0.004,-0.888,0.03,-0.892,0.002,-0.434,2.69,0.0,0.0,0.009,0.001,-0.009,0.431,0.003,0.001,0.003,0.002,0.003,0.026,0.002,0.014,0.013,0.0,-0.015,1.54,0.002,0.022,2.021,-0.003,-0.01,-0.005,0.004,0.009,-0.002,0.001,0.004,0.226,-0.017,0.001,0.99,0.001,1.853,7.948,1.352,0.002,-0.001,0.0,0.0,0.002,0.014,0.0,0.003
-0.018,0.0,0.017,-0.0,-0.0,-0.897,0.026,-0.018,0.053,0.002,0.0,0.0,0.002,-0.428,-0.424,0.0,0.018,0.029,0.002,0.028,0.002,0.894,-0.021,0.004,-0.892,0.028,-0.894,0.003,-0.43,2.693,0.0,0.0,0.012,0.002,-0.013,0.428,0.002,0.001,0.003,0.002,0.002,0.03,0.001,0.017,0.019,0.0,-0.016,1.542,0.001,0.027,2.018,-0.003,-0.003,-0.001,0.006,0.008,0.01,0.001,0.002,0.223,-0.026,0.001,0.992,0.001,1.834,7.985,1.35,0.003,-0.002,-0.0,0.0,0.003,0.018,0.0,0.003
-0.017,-0.0,0.014,0.0,0.0,-0.897,0.029,-0.018,0.049,0.001,0.0,0.0,0.001,-0.426,-0.423,0.0,0.018,0.032,0.007,0.031,0.002,0.894,-0.021,0.005,-0.893,0.031,-0.894,0.001,-0.429,2.696,0.0,0.0,0.007,0.002,-0.015,0.426,0.004,0.001,0.001,0.001,0.002,0.029,0.001,0.015,0.018,0.0,-0.015,1.54,0.002,0.026,2.016,-0.006,0.012,0.005,0.007,0.009,-0.005,0.001,0.003,0.226,-0.02,0.001,0.991,0.001,1.817,8.0,1.351,0.002,0.005,0.0,0.0,0.003,0.015,0.0,0.003
-0.014,-0.0,0.007,-0.0,-0.0,-0.897,0.025,-0.02,0.041,0.001,0.0,-0.0,0.002,-0.428,-0.421,0.0,0.02,0.031,0.001,0.029,0.003,0.893,-0.021,0.003,-0.889,0.029,-0.893,0.002,-0.432,2.694,0.0,0.0,0.005,0.001,-0.011,0.428,0.002,0.001,0.004,0.002,0.003,0.026,0.002,0.008,0.014,0.0,-0.019,1.541,0.002,0.016,2.018,-0.004,0.013,0.001,0.008,0.009,-0.008,0.002,0.002,0.225,-0.018,0.001,0.991,0.001,1.829,7.973,1.35,0.001,0.0,-0.0,0.0,0.002,0.012,-0.0,0.004
-0.017,-0.0,0.012,0.0,-0.0,-0.896,0.024,-0.019,0.048,0.004,0.0,-0.0,0.003,-0.431,-0.429,0.0,0.019,0.027,0.005,0.026,0.001,0.892,-0.022,0.004,-0.889,0.026,-0.892,0.004,-0.434,2.69,0.0,0.0,0.006,0.002,-0.011,0.431,0.003,0.002,0.005,0.002,0.002,0.028,0.002,0.012,0.017,0.0,-0.016,1.545,0.001,0.019,2.021,-0.006,-0.002,-0.003,0.008,0.007,0.0,0.001,0.002,0.216,-0.023,0.001,0.991,0.001,1.861,7.955,1.349,0.002,0.005,-0.0,0.0,0.003,0.015,-0.0,0.004
-0.02,-0.0,0.011,0.0,-0.0,-0.893,0.027,-0.019,0.051,0.002,0.0,-0.0,0.002,-0.432,-0.429,0.0,0.019,0.03,0.005,0.029,0.002,0.891,-0.022,0.004,-0.89,0.029,-0.891,0.003,-0.436,2.689,0.0,0.0,0.007,0.002,-0.016,0.432,0.004,0.001,0.003,0.001,0.001,0.03,0.001,0.012,0.021,0.0,-0.017,1.542,0.002,0.022,2.022,-0.003,0.008,0.003,0.007,0.008,0.004,0.001,0.002,0.222,-0.025,0.001,0.991,0.001,1.869,7.946,1.352,0.001,-0.001,-0.0,0.0,0.004,0.016,-0.0,0.004
-0.015,-0.0,0.012,0.0,0.0,-0.894,0.028,-0.019,0.046,0.002,0.0,0.0,0.002,-0.434,-0.432,0.0,0.019,0.032,0.003,0.03,0.001,0.89,-0.022,0.003,-0.888,0.03,-0.89,0.002,-0.436,2.687,0.0,0.0,0.007,0.002,-0.011,0.434,0.002,0.001,0.002,0.002,0.002,0.026,0.001,0.012,0.015,0.0,-0.017,1.54,0.001,0.016,2.024,0.0,0.004,0.001,0.002,0.009,0.001,0.001,0.001,0.226,-0.019,0.001,0.99,0.0,1.88,7.925,1.354,0.001,-0.002,0.0,0.0,0.002,0.015,-0.0,0.004
-0.016,-0.0,0.007,-0.0,-0.0,-0.891,0.024,-0.021,0.044,0.003,0.0,-0.0,0.002,-0.437,-0.431,0.0,0.021,0.029,0.008,0.027,0.003,0.889,-0.025,0.005,-0.886,0.027,-0.889,0.003,-0.442,2.684,0.0,0.0,-0.0,0.002,-0.01,0.437,0.004,0.002,0.003,0.002,0.003,0.028,0.001,0.009,0.016,0.0,-0.017,1.544,0.002,0.017,2.027,-0.004,0.023,0.006,0.01,0.007,-0.004,0.001,0.002,0.218,-0.019,0.001,0.991,0.002,1.908,7.907,1.353,0.001,-0.0,-0.0,0.0,0.002,0.014,-0.0,0.004
-0.02,-0.0,0.014,0.0,0.0,-0.89,0.025,-0.018,0.052,0.002,0.0,0.0,0.002,-0.439,-0.435,0.0,0.018,0.03,0.007,0.027,0.002,0.888,-0.022,0.004,-0.886,0.027,-0.888,0.002,-0.443,2.682,0.0,0.0,0.009,0.002,-0.015,0.439,0.004,0.002,0.003,0.001,0.002,0.03,0.001,0.015,0.02,0.0,-0.014,1.544,0.002,0.022,2.029,0.001,-0.026,0.001,0.0,0.007,0.003,0.001,0.003,0.218,-0.023,0.001,0.99,0.002,1.927,7.885,1.354,0.002,0.0,0.0,0.0,0.004,0.017,-0.0,0.003
-0.018,0.0,0.017,0.0,0.0,-0.892,0.028,-0.018,0.053,0.001,0.0,0.0,0.001,-0.436,-0.432,0.0,0.018,0.03,0.003,0.029,0.002,0.889,-0.019,0.003,-0.887,0.029,-0.889,0.002,-0.44,2.684,0.0,0.0,0.011,0.001,-0.016,0.436,0.002,0.001,0.002,0.002,0.003,0.03,0.001,0.017,0.018,0.0,-0.016,1.542,0.002,0.025,2.027,0.001,-0.016,-0.004,-0.002,0.008,0.0,0.001,0.002,0.224,-0.022,0.0,0.991,0.0,1.904,7.91,1.355,0.003,-0.001,-0.0,0.0,0.003,0.017,-0.0,0.003
-0.016,0.0,0.011,-0.0,0.0,-0.893,0.027,-0.019,0.046,0.003,0.0,0.0,0.001,-0.435,-0.432,0.0,0.019,0.032,0.005,0.03,0.002,0.89,-0.022,0.003,-0.888,0.03,-0.89,0.002,-0.439,2.686,0.0,0.0,0.004,0.002,-0.013,0.435,0.003,0.002,0.002,0.002,0.003,0.028,0.001,0.012,0.016,0.0,-0.017,1.541,0.001,0.015,2.025,0.001,0.012,-0.001,-0.001,0.009,-0.002,0.001,0.002,0.226,-0.019,0.001,0.992,0.001,1.889,7.926,1.355,0.001,-0.004,-0.0,0.0,0.003,0.016,0.0,0.004
-0.019,0.0,0.015,0.0,-0.0,-0.895,0.029,-0.018,0.053,0.002,0.0,0.0,0.002,-0.436,-0.434,0.0,0.018,0.032,0.005,0.03,0.001,0.89,-0.02,0.003,-0.887,0.03,-0.89,0.002,-0.439,2.685,0.0,0.0,0.01,0.001,-0.015,0.436,0.003,0.001,0.004,0.002,0.002,0.031,0.002,0.015,0.019,0.0,-0.017,1.542,0.001,0.021,2.026,-0.002,-0.002,0.005,0.002,0.009,0.008,0.001,0.002,0.224,-0.023,0.001,0.991,0.001,1.904,7.925,1.356,0.002,0.002,0.0,0.0,0.004,0.018,-0.0,0.003
-0.017,-0.0,0.012,-0.0,0.0,-0.892,0.03,-0.019,0.048,0.001,0.0,-0.0,0.001,-0.434,-0.431,0.0,0.02,0.032,0.003,0.031,0.001,0.891,-0.026,0.002,-0.889,0.031,-0.891,0.001,-0.437,2.687,0.0,0.0,0.009,0.003,-0.015,0.434,0.002,0.002,0.002,0.001,0.001,0.028,0.001,0.012,0.017,0.0,-0.017,1.539,0.001,0.014,2.024,0.002,-0.004,-0.003,0.002,0.01,-0.002,0.001,0.001,0.229,-0.019,0.001,0.992,0.001,1.882,7.933,1.356,0.001,0.001,0.0,0.0,0.003,0.016,0.0,0.004
-0.012,0.0,0.01,-0.0,0.0,-0.893,0.027,-0.018,0.041,0.002,0.0,0.0,0.001,-0.436,-0.433,0.0,0.018,0.032,0.004,0.029,0.002,0.89,-0.02,0.004,-0.888,0.029,-0.89,0.001,-0.438,2.686,0.0,0.0,0.003,0.001,-0.011,0.436,0.003,0.001,0.002,0.002,0.002,0.025,0.001,0.011,0.013,0.0,-0.015,1.542,0.002,0.016,2.026,0.002,0.018,0.006,0.001,0.008,-0.005,0.002,0.003,0.223,-0.015,0.002,0.991,0.003,1.898,7.923,1.355,0.001,-0.002,-0.0,0.0,0.002,0.014,0.0,0.003
-0.019,0.0,0.016,0.0,0.0,-0.893,0.027,-0.018,0.053,0.001,0.0,0.0,0.002,-0.435,-0.434,0.0,0.018,0.031,0.003,0.029,0.001,0.89,-0.02,0.003,-0.886,0.029,-0.89,0.002,-0.438,2.687,0.0,0.0,0.011,0.001,-0.015,0.435,0.002,0.001,0.003,0.002,0.003,0.031,0.002,0.016,0.019,0.0,-0.017,1.542,0.001,0.02,2.024,0.001,0.014,0.002,-0.001,0.008,0.014,0.001,0.002,0.223,-0.022,0.001,0.992,0.002,1.895,7.926,1.354,0.003,-0.001,0.0,0.0,0.004,0.017,-0.0,0.003
