g_x_mean,accl_y,g_y_mean,jerk_z,accl_x,ag_z_min,ag_y_min,g_z_mean,SMA_g,IQR_g_z,VAR_g_x,accl_z,MAD_g_x,ag_x_mean,ag_x_max,VAR_g_y,RMS_g_z,ag_y_max,IQR_g_y,ag_y_mean,STD_ag_x,RMS_ag_z,g_z_min,STD_g_y,ag_z_max,RMS_ag_y,ag_z_mean,STD_g_x,ag_x_min,th_z,VAR_ag_z,VAR_ag_x,g_y_min,STD_g_z,g_x_max,RMS_ag_x,MAD_g_y,MAD_g_z,IQR_g_x,STD_ag_z,IQR_ag_z,SVM_g,MAD_ag_z,RMS_g_y,RMS_g_x,VAR_g_z,g_z_max,th_y,MAD_ag_x,g_y_max,th_x,FFT_ag_z,FFT_g_y,FFT_g_z,FFT_ag_x,E_ag_y,FFT_g_x,STD_ag_y,IQR_ag_x,CM_a,g_x_min,MAD_ag_y,SVM_a,IQR_ag_y,E_ag_x,E_ag_z,SMA_a,E_g_y,FFT_ag_y,jerk_y,VAR_ag_y,E_g_x,CM_g,jerk_x,E_g_z
-0.012,0.0,0.016,-0.0,0.0,-0.844,0.24,-0.017,0.045,0.004,0.0,0.0,0.004,-0.464,-0.463,0.0,0.018,0.243,0.003,0.242,0.001,0.842,-0.021,0.005,-0.84,0.242,-0.842,0.005,-0.467,2.585,0.0,0.0,0.01,0.003,-0.006,0.464,0.003,0.002,0.004,0.001,0.001,0.025,0.001,0.016,0.013,0.0,-0.013,1.324,0.001,0.029,2.058,-0.002,0.004,-0.004,-0.002,0.585,-0.02,0.001,0.003,0.456,-0.023,0.001,0.991,0.002,2.157,7.085,1.548,0.003,-0.001,0.0,0.0,0.002,0.014,0.0,0.003
-0.012,0.0,0.014,-0.0,-0.0,-0.845,0.239,-0.02,0.045,0.002,0.0,0.0,0.003,-0.462,-0.46,0.0,0.02,0.245,0.002,0.242,0.001,0.843,-0.023,0.003,-0.838,0.242,-0.843,0.003,-0.464,2.587,0.0,0.0,0.008,0.002,-0.005,0.462,0.002,0.001,0.005,0.002,0.002,0.026,0.002,0.014,0.013,0.0,-0.017,1.324,0.001,0.02,2.056,0.001,-0.0,-0.001,-0.003,0.583,-0.007,0.002,0.001,0.455,-0.016,0.001,0.992,0.002,2.137,7.1,1.546,0.002,0.003,-0.0,0.0,0.002,0.015,0.0,0.004
-0.012,0.0,0.013,-0.0,-0.0,-0.845,0.242,-0.017,0.042,0.001,0.0,0.0,0.002,-0.461,-0.459,0.0,0.017,0.245,0.003,0.244,0.001,0.843,-0.018,0.003,-0.839,0.244,-0.843,0.002,-0.464,2.587,0.0,0.0,0.008,0.001,-0.009,0.461,0.002,0.001,0.003,0.002,0.002,0.025,0.001,0.014,0.012,0.0,-0.015,1.322,0.001,0.021,2.054,-0.002,0.007,-0.003,0.001,0.596,0.004,0.001,0.001,0.456,-0.014,0.001,0.992,0.002,2.125,7.101,1.548,0.002,-0.001,-0.0,0.0,0.001,0.014,0.0,0.003
-0.011,-0.0,0.013,0.0,0.0,-0.847,0.243,-0.018,0.043,0.002,0.0,-0.0,0.001,-0.462,-0.459,0.0,0.019,0.248,0.002,0.245,0.001,0.842,-0.021,0.005,-0.84,0.245,-0.842,0.001,-0.463,2.585,0.0,0.0,0.009,0.002,-0.009,0.462,0.003,0.001,0.002,0.002,0.001,0.026,0.001,0.014,0.011,0.0,-0.013,1.322,0.001,0.026,2.056,0.002,0.001,0.001,-0.0,0.599,-0.002,0.001,0.001,0.456,-0.014,0.001,0.991,0.001,2.134,7.088,1.549,0.002,0.003,0.0,0.0,0.001,0.014,-0.0,0.003
-0.011,0.0,0.013,-0.0,0.0,-0.846,0.243,-0.02,0.044,0.003,0.0,-0.0,0.002,-0.461,-0.459,0.0,0.02,0.246,0.002,0.244,0.002,0.843,-0.022,0.004,-0.841,0.244,-0.843,0.002,-0.463,2.587,0.0,0.0,0.01,0.002,-0.007,0.461,0.002,0.002,0.003,0.001,0.001,0.026,0.001,0.014,0.011,0.0,-0.016,1.322,0.001,0.023,2.056,0.002,0.001,-0.001,-0.003,0.594,-0.008,0.001,0.003,0.456,-0.014,0.001,0.991,0.001,2.127,7.1,1.548,0.002,0.003,-0.0,0.0,0.001,0.014,-0.0,0.004
-0.012,-0.0,0.014,0.0,0.0,-0.847,0.242,-0.02,0.045,0.003,0.0,0.0,0.002,-0.46,-0.458,0.0,0.02,0.247,0.003,0.244,0.002,0.843,-0.023,0.004,-0.841,0.244,-0.843,0.002,-0.463,2.588,0.0,0.0,0.009,0.002,-0.008,0.46,0.003,0.002,0.002,0.002,0.002,0.026,0.001,0.014,0.012,0.0,-0.015,1.322,0.002,0.026,2.053,0.001,-0.005,0.002,0.001,0.597,-0.008,0.001,0.003,0.456,-0.016,0.001,0.991,0.002,2.117,7.11,1.548,0.002,0.001,0.0,0.0,0.002,0.014,0.0,0.004
-0.012,-0.0,0.014,-0.0,0.0,-0.846,0.243,-0.019,0.044,0.004,0.0,0.0,0.002,-0.459,-0.457,0.0,0.019,0.246,0.005,0.245,0.001,0.844,-0.022,0.004,-0.842,0.245,-0.844,0.003,-0.461,2.59,0.0,0.0,0.01,0.002,-0.007,0.459,0.003,0.002,0.003,0.001,0.002,0.027,0.001,0.014,0.012,0.0,-0.015,1.321,0.001,0.023,2.052,0.003,-0.014,0.0,-0.001,0.599,0.0,0.001,0.002,0.456,-0.017,0.001,0.991,0.002,2.107,7.125,1.548,0.002,-0.002,0.0,0.0,0.001,0.015,-0.0,0.004
-0.011,-0.0,0.013,0.0,0.0,-0.848,0.243,-0.019,0.043,0.001,0.0,0.0,0.002,-0.458,-0.455,0.0,0.019,0.248,0.002,0.245,0.001,0.845,-0.022,0.003,-0.842,0.245,-0.845,0.003,-0.46,2.59,0.0,0.0,0.01,0.002,-0.006,0.458,0.002,0.001,0.004,0.002,0.001,0.026,0.001,0.013,0.011,0.0,-0.015,1.321,0.001,0.021,2.052,0.004,-0.015,-0.007,-0.001,0.601,-0.0,0.002,0.002,0.456,-0.015,0.001,0.992,0.003,2.097,7.135,1.548,0.002,0.001,0.0,0.0,0.001,0.014,-0.0,0.004
-0.012,0.0,0.013,0.0,0.0,-0.845,0.244,-0.018,0.043,0.001,0.0,0.0,0.001,-0.457,-0.455,0.0,0.018,0.248,0.003,0.246,0.001,0.844,-0.02,0.003,-0.84,0.246,-0.844,0.002,-0.459,2.59,0.0,0.0,0.009,0.002,-0.009,0.457,0.002,0.001,0.002,0.002,0.001,0.026,0.001,0.013,0.012,0.0,-0.014,1.32,0.001,0.021,2.05,-0.001,-0.016,-0.006,-0.001,0.604,-0.008,0.001,0.002,0.456,-0.014,0.001,0.991,0.002,2.091,7.12,1.547,0.002,-0.007,0.0,0.0,0.001,0.014,-0.0,0.003
-0.011,0.0,0.014,0.0,0.0,-0.849,0.245,-0.018,0.044,0.002,0.0,0.0,0.001,-0.457,-0.455,0.0,0.019,0.249,0.003,0.246,0.001,0.845,-0.02,0.005,-0.843,0.247,-0.845,0.001,-0.458,2.591,0.0,0.0,0.009,0.001,-0.01,0.457,0.003,0.001,0.001,0.002,0.001,0.025,0.001,0.015,0.011,0.0,-0.015,1.32,0.001,0.029,2.05,0.003,-0.014,-0.001,0.001,0.608,0.001,0.001,0.001,0.456,-0.013,0.001,0.992,0.001,2.086,7.142,1.548,0.002,-0.001,0.0,0.0,0.001,0.014,0.0,0.003
-0.011,-0.0,0.014,-0.0,0.0,-0.848,0.245,-0.019,0.043,0.001,0.0,0.0,0.001,-0.457,-0.454,0.0,0.019,0.247,0.001,0.246,0.001,0.845,-0.022,0.006,-0.843,0.246,-0.845,0.001,-0.458,2.591,0.0,0.0,0.009,0.001,-0.009,0.457,0.004,0.001,0.001,0.001,0.001,0.025,0.001,0.015,0.011,0.0,-0.017,1.32,0.001,0.03,2.05,0.002,-0.011,-0.003,0.001,0.606,-0.001,0.001,0.001,0.456,-0.013,0.001,0.992,0.001,2.085,7.137,1.547,0.002,0.001,-0.0,0.0,0.001,0.013,0.0,0.004
-0.011,0.0,0.014,-0.0,-0.0,-0.847,0.245,-0.018,0.044,0.001,0.0,0.0,0.002,-0.456,-0.452,0.0,0.019,0.248,0.003,0.246,0.002,0.845,-0.02,0.002,-0.841,0.246,-0.845,0.002,-0.459,2.592,0.0,0.0,0.01,0.001,-0.007,0.456,0.002,0.001,0.003,0.002,0.001,0.026,0.001,0.014,0.011,0.0,-0.017,1.32,0.001,0.017,2.048,-0.002,0.003,-0.003,-0.002,0.607,-0.005,0.001,0.002,0.456,-0.013,0.001,0.992,0.001,2.078,7.145,1.547,0.002,-0.0,0.0,0.0,0.001,0.014,0.0,0.003
-0.011,-0.0,0.011,0.0,-0.0,-0.848,0.246,-0.019,0.042,0.0,0.0,-0.0,0.001,-0.456,-0.454,0.0,0.019,0.249,0.002,0.247,0.001,0.845,-0.021,0.005,-0.843,0.247,-0.845,0.001,-0.458,2.591,0.0,0.0,0.007,0.001,-0.01,0.456,0.003,0.001,0.001,0.001,0.002,0.024,0.001,0.012,0.011,0.0,-0.018,1.319,0.001,0.025,2.049,-0.0,-0.0,-0.005,0.002,0.61,-0.002,0.001,0.001,0.457,-0.014,0.001,0.991,0.001,2.079,7.142,1.548,0.001,0.002,-0.0,0.0,0.001,0.013,-0.0,0.004
-0.01,0.0,0.014,-0.0,-0.0,-0.848,0.245,-0.019,0.043,0.003,0.0,-0.0,0.002,-0.455,-0.454,0.0,0.019,0.249,0.002,0.247,0.001,0.845,-0.021,0.003,-0.841,0.247,-0.845,0.002,-0.458,2.592,0.0,0.0,0.007,0.001,-0.007,0.455,0.002,0.001,0.003,0.002,0.003,0.026,0.002,0.014,0.011,0.0,-0.018,1.319,0.001,0.02,2.048,-0.001,0.008,0.0,0.003,0.611,0.001,0.001,0.001,0.456,-0.013,0.001,0.992,0.001,2.074,7.142,1.548,0.002,0.0,-0.0,0.0,0.001,0.014,0.0,0.004
-0.011,-0.0,0.013,0.0,-0.0,-0.85,0.245,-0.018,0.042,0.001,0.0,0.0,0.001,-0.455,-0.453,0.0,0.019,0.248,0.003,0.247,0.001,0.845,-0.02,0.003,-0.842,0.247,-0.845,0.001,-0.456,2.592,0.0,0.0,0.009,0.001,-0.008,0.455,0.002,0.001,0.001,0.002,0.002,0.025,0.001,0.013,0.011,0.0,-0.018,1.319,0.001,0.019,2.048,-0.002,0.001,-0.001,0.001,0.609,0.001,0.001,0.001,0.456,-0.012,0.001,0.99,0.001,2.068,7.144,1.547,0.002,-0.003,0.0,0.0,0.001,0.014,0.0,0.003
-0.011,-0.0,0.012,0.0,-0.0,-0.848,0.246,-0.019,0.042,0.002,0.0,0.0,0.002,-0.455,-0.454,0.0,0.019,0.249,0.002,0.248,0.001,0.845,-0.021,0.003,-0.84,0.248,-0.845,0.003,-0.457,2.591,0.0,0.0,0.006,0.001,-0.006,0.456,0.002,0.001,0.004,0.002,0.002,0.025,0.001,0.012,0.011,0.0,-0.017,1.318,0.001,0.017,2.048,0.006,0.0,0.006,0.003,0.613,-0.002,0.001,0.001,0.457,-0.016,0.001,0.992,0.001,2.075,7.14,1.548,0.001,-0.001,0.0,0.0,0.001,0.013,-0.0,0.004
-0.011,-0.0,0.013,-0.0,-0.0,-0.847,0.246,-0.019,0.043,0.001,0.0,-0.0,0.001,-0.454,-0.452,0.0,0.019,0.249,0.004,0.247,0.001,0.846,-0.021,0.003,-0.844,0.247,-0.846,0.002,-0.456,2.593,0.0,0.0,0.008,0.001,-0.008,0.454,0.002,0.001,0.002,0.001,0.001,0.025,0.001,0.013,0.011,0.0,-0.017,1.318,0.001,0.017,2.047,-0.002,0.009,-0.002,0.003,0.612,0.002,0.001,0.002,0.456,-0.015,0.001,0.991,0.001,2.062,7.152,1.547,0.002,0.0,0.0,0.0,0.001,0.014,0.0,0.004
-0.01,-0.0,0.014,0.0,0.0,-0.847,0.245,-0.019,0.042,0.002,0.0,0.0,0.002,-0.454,-0.451,0.0,0.019,0.25,0.003,0.247,0.001,0.845,-0.021,0.004,-0.843,0.247,-0.845,0.002,-0.455,2.594,0.0,0.0,0.009,0.002,-0.007,0.454,0.003,0.001,0.003,0.001,0.001,0.026,0.001,0.014,0.01,0.0,-0.015,1.319,0.001,0.025,2.046,0.001,0.021,0.002,-0.0,0.61,-0.004,0.001,0.001,0.456,-0.013,0.001,0.991,0.001,2.057,7.145,1.546,0.002,0.004,0.0,0.0,0.001,0.014,0.0,0.003
-0.012,0.0,0.012,-0.0,0.0,-0.853,0.244,-0.019,0.043,0.001,0.0,0.0,0.002,-0.453,-0.45,0.0,0.019,0.247,0.003,0.246,0.001,0.847,-0.022,0.003,-0.844,0.246,-0.847,0.002,-0.455,2.595,0.0,0.0,0.009,0.001,-0.007,0.453,0.002,0.001,0.003,0.002,0.002,0.026,0.001,0.012,0.012,0.0,-0.017,1.32,0.001,0.021,2.045,-0.005,0.01,-0.001,0.0,0.605,0.007,0.001,0.002,0.456,-0.015,0.001,0.992,0.002,2.049,7.178,1.546,0.002,0.002,0.0,0.0,0.001,0.014,0.0,0.004
-0.012,0.0,0.012,-0.0,0.0,-0.848,0.243,-0.02,0.044,0.002,0.0,0.0,0.001,-0.453,-0.451,0.0,0.02,0.248,0.003,0.246,0.002,0.846,-0.022,0.002,-0.843,0.246,-0.846,0.002,-0.456,2.594,0.0,0.0,0.007,0.001,-0.007,0.453,0.002,0.001,0.001,0.002,0.003,0.026,0.001,0.012,0.012,0.0,-0.018,1.32,0.001,0.016,2.045,0.001,0.008,-0.002,-0.002,0.606,-0.0,0.001,0.002,0.455,-0.014,0.001,0.991,0.001,2.055,7.161,1.546,0.002,-0.006,-0.0,0.0,0.001,0.014,0.0,0.004
-0.011,0.0,0.013,-0.0,-0.0,-0.85,0.245,-0.019,0.043,0.001,0.0,0.0,0.002,-0.453,-0.45,0.0,0.019,0.248,0.002,0.247,0.001,0.847,-0.021,0.004,-0.842,0.247,-0.847,0.002,-0.454,2.594,0.0,0.0,0.01,0.001,-0.008,0.453,0.002,0.001,0.003,0.002,0.002,0.026,0.002,0.013,0.011,0.0,-0.017,1.319,0.001,0.023,2.045,-0.001,0.009,0.001,-0.001,0.609,-0.005,0.001,0.002,0.456,-0.014,0.001,0.992,0.001,2.05,7.174,1.546,0.002,-0.005,0.0,0.0,0.001,0.014,0.0,0.004
-0.008,0.0,0.014,0.0,0.0,-0.851,0.241,-0.017,0.04,0.004,0.0,0.0,0.005,-0.452,-0.449,0.0,0.018,0.246,0.004,0.244,0.002,0.848,-0.02,0.002,-0.846,0.244,-0.848,0.006,-0.455,2.597,0.0,0.0,0.011,0.002,0.005,0.452,0.002,0.002,0.01,0.001,0.002,0.024,0.001,0.014,0.01,0.0,-0.014,1.322,0.002,0.018,2.044,-0.001,0.004,0.011,-0.001,0.594,0.018,0.001,0.003,0.454,-0.015,0.001,0.992,0.001,2.043,7.189,1.544,0.002,0.005,0.0,0.0,0.001,0.013,0.0,0.003
-0.013,-0.0,0.011,0.0,0.0,-0.851,0.242,-0.019,0.044,0.001,0.0,-0.0,0.001,-0.452,-0.449,0.0,0.019,0.246,0.005,0.244,0.002,0.848,-0.021,0.003,-0.846,0.244,-0.848,0.002,-0.454,2.596,0.0,0.0,0.006,0.001,-0.009,0.452,0.003,0.001,0.002,0.001,0.001,0.026,0.001,0.012,0.013,0.0,-0.017,1.322,0.001,0.016,2.045,0.001,0.015,0.001,-0.001,0.596,0.003,0.001,0.002,0.454,-0.015,0.001,0.991,0.002,2.044,7.186,1.544,0.001,-0.002,-0.0,0.0,0.002,0.014,-0.0,0.004
-0.012,0.0,0.013,0.0,0.0,-0.85,0.245,-0.019,0.044,0.004,0.0,0.0,0.001,-0.452,-0.45,0.0,0.019,0.248,0.001,0.247,0.001,0.848,-0.021,0.004,-0.845,0.247,-0.848,0.001,-0.454,2.595,0.0,0.0,0.008,0.002,-0.011,0.452,0.003,0.002,0.002,0.001,0.002,0.026,0.001,0.013,0.012,0.0,-0.016,1.319,0.001,0.025,2.044,-0.002,0.011,-0.0,-0.003,0.608,-0.002,0.001,0.002,0.455,-0.014,0.001,0.992,0.001,2.042,7.184,1.546,0.002,-0.004,0.0,0.0,0.001,0.014,-0.0,0.004
-0.011,0.0,0.013,0.0,0.0,-0.85,0.244,-0.019,0.043,0.003,0.0,0.0,0.002,-0.452,-0.449,0.0,0.019,0.247,0.002,0.246,0.001,0.848,-0.023,0.003,-0.845,0.246,-0.848,0.002,-0.454,2.596,0.0,0.0,0.01,0.002,-0.008,0.452,0.002,0.002,0.003,0.002,0.004,0.025,0.002,0.013,0.011,0.0,-0.016,1.32,0.001,0.022,2.044,0.006,0.005,-0.003,-0.006,0.604,-0.011,0.001,0.001,0.455,-0.015,0.001,0.992,0.002,2.044,7.188,1.546,0.002,-0.004,0.0,0.0,0.001,0.014,0.0,0.004
-0.012,0.0,0.013,0.0,0.0,-0.851,0.243,-0.018,0.043,0.004,0.0,0.0,0.003,-0.451,-0.448,0.0,0.018,0.25,0.005,0.246,0.002,0.848,-0.022,0.003,-0.846,0.246,-0.848,0.004,-0.453,2.598,0.0,0.0,0.008,0.003,-0.005,0.451,0.003,0.002,0.002,0.002,0.002,0.026,0.001,0.013,0.012,0.0,-0.013,1.32,0.001,0.02,2.043,0.002,0.002,-0.001,-0.005,0.603,0.006,0.002,0.002,0.455,-0.018,0.001,0.991,0.002,2.034,7.196,1.545,0.002,0.001,0.0,0.0,0.001,0.014,0.0,0.003
-0.012,0.0,0.011,-0.0,0.0,-0.851,0.244,-0.019,0.041,0.003,0.0,0.0,0.003,-0.452,-0.448,0.0,0.019,0.249,0.002,0.246,0.003,0.848,-0.022,0.005,-0.843,0.246,-0.847,0.004,-0.458,2.596,0.0,0.0,0.005,0.002,-0.002,0.452,0.003,0.002,0.004,0.002,0.003,0.025,0.002,0.012,0.012,0.0,-0.016,1.32,0.002,0.025,2.043,-0.002,0.016,0.003,-0.001,0.607,0.011,0.001,0.002,0.455,-0.015,0.001,0.992,0.001,2.043,7.183,1.546,0.001,-0.004,0.0,0.0,0.001,0.014,0.0,0.004
-0.008,0.0,0.012,-0.0,-0.0,-0.849,0.243,-0.018,0.037,0.003,0.0,0.0,0.005,-0.453,-0.448,0.0,0.018,0.247,0.006,0.245,0.002,0.847,-0.022,0.005,-0.844,0.245,-0.847,0.005,-0.456,2.596,0.0,0.0,0.007,0.002,-0.002,0.453,0.004,0.002,0.009,0.001,0.002,0.024,0.001,0.013,0.009,0.0,-0.014,1.321,0.002,0.024,2.045,-0.006,-0.001,0.01,0.008,0.6,0.024,0.001,0.002,0.454,-0.017,0.001,0.991,0.002,2.05,7.174,1.545,0.002,-0.0,0.0,0.0,0.001,0.01,0.0,0.003
0.009,0.0,0.004,-0.0,0.0,-0.853,0.222,-0.016,0.035,0.008,0.0,0.0,0.009,-0.454,-0.451,0.0,0.017,0.244,0.008,0.236,0.002,0.85,-0.025,0.008,-0.846,0.236,-0.85,0.012,-0.458,2.599,0.0,0.0,-0.013,0.006,0.034,0.454,0.006,0.005,0.017,0.002,0.002,0.024,0.002,0.009,0.015,0.0,-0.008,1.33,0.002,0.018,2.048,0.001,-0.005,0.01,-0.001,0.555,0.037,0.006,0.004,0.45,-0.007,0.005,0.992,0.005,2.063,7.218,1.539,0.001,-0.006,-0.0,0.0,0.002,0.01,-0.0,0.003
-0.008,0.0,0.007,0.0,-0.0,-0.852,0.222,-0.018,0.038,0.004,0.0,0.0,0.008,-0.461,-0.456,0.0,0.018,0.23,0.006,0.225,0.002,0.848,-0.023,0.005,-0.845,0.225,-0.848,0.011,-0.465,2.598,0.0,0.0,-0.001,0.004,0.022,0.461,0.004,0.003,0.008,0.002,0.003,0.026,0.002,0.009,0.014,0.0,-0.007,1.342,0.002,0.013,2.055,0.0,-0.025,0.008,0.004,0.505,0.031,0.002,0.002,0.445,-0.02,0.002,0.992,0.003,2.127,7.196,1.534,0.001,0.006,-0.0,0.0,0.002,0.012,-0.0,0.003
-0.014,-0.0,0.013,-0.0,0.0,-0.851,0.221,-0.022,0.049,0.003,0.0,0.0,0.008,-0.464,-0.458,0.0,0.022,0.23,0.006,0.225,0.003,0.847,-0.036,0.005,-0.843,0.225,-0.847,0.009,-0.468,2.593,0.0,0.0,0.006,0.006,0.002,0.464,0.004,0.005,0.012,0.003,0.006,0.027,0.003,0.014,0.016,0.0,-0.014,1.342,0.002,0.023,2.058,-0.001,0.006,-0.012,0.004,0.505,-0.014,0.003,0.003,0.445,-0.028,0.002,0.992,0.004,2.153,7.172,1.536,0.002,-0.0,-0.0,0.0,0.003,0.014,-0.0,0.005
0.003,-0.0,-0.021,-0.0,0.0,-0.851,0.219,-0.015,0.079,0.01,0.0,0.0,0.018,-0.467,-0.459,0.003,0.024,0.238,0.058,0.227,0.008,0.845,-0.054,0.053,-0.831,0.227,-0.845,0.022,-0.484,2.594,0.0,0.0,-0.137,0.019,0.051,0.467,0.045,0.013,0.021,0.006,0.004,0.034,0.004,0.057,0.022,0.0,0.018,1.342,0.007,0.03,2.058,0.014,0.079,-0.075,-0.009,0.516,0.026,0.006,0.012,0.446,-0.017,0.005,0.992,0.006,2.185,7.144,1.54,0.033,-0.007,-0.0,0.0,0.005,0.016,0.0,0.006
0.022,0.001,0.041,0.0,0.001,-0.861,0.182,-0.035,0.179,0.038,0.004,0.0,0.054,-0.5,-0.467,0.009,0.047,0.231,0.134,0.205,0.016,0.827,-0.096,0.096,-0.797,0.206,-0.827,0.062,-0.529,2.564,0.0,0.0,-0.122,0.031,0.119,0.5,0.081,0.024,0.101,0.015,0.008,0.122,0.01,0.104,0.066,0.001,0.003,1.367,0.012,0.206,2.106,-0.047,-0.208,-0.036,0.077,0.423,-0.179,0.016,0.016,0.436,-0.067,0.014,0.988,0.021,2.498,6.842,1.532,0.108,0.007,-0.0,0.0,0.043,0.035,-0.0,0.022
-0.048,0.001,0.053,0.0,0.001,-0.885,0.172,-0.016,0.15,0.026,0.003,0.0,0.046,-0.454,-0.421,0.004,0.028,0.239,0.108,0.199,0.019,0.858,-0.06,0.066,-0.839,0.2,-0.858,0.054,-0.479,2.622,0.0,0.0,-0.055,0.023,0.029,0.454,0.057,0.019,0.077,0.014,0.02,0.078,0.012,0.085,0.072,0.001,0.024,1.376,0.016,0.156,2.052,0.004,-0.329,0.082,0.039,0.401,0.331,0.021,0.025,0.424,-0.143,0.019,0.99,0.036,2.064,7.365,1.511,0.072,0.028,-0.0,0.0,0.052,0.032,-0.0,0.008
-0.024,-0.0,0.034,-0.0,-0.0,-0.881,0.209,0.007,0.096,0.053,0.001,0.0,0.02,-0.41,-0.4,0.002,0.034,0.242,0.054,0.23,0.008,0.874,-0.027,0.044,-0.863,0.23,-0.874,0.029,-0.426,2.648,0.0,0.0,-0.015,0.034,0.042,0.41,0.038,0.029,0.021,0.005,0.005,0.042,0.004,0.056,0.037,0.001,0.072,1.336,0.007,0.126,1.994,0.013,0.213,0.06,-0.038,0.531,0.023,0.009,0.011,0.436,-0.079,0.007,0.992,0.01,1.679,7.636,1.514,0.031,-0.021,-0.0,0.0,0.014,0.014,0.0,0.012
-0.015,0.0,0.012,0.0,0.0,-0.875,0.237,-0.02,0.047,0.005,0.0,-0.0,0.002,-0.407,-0.403,0.0,0.021,0.245,0.009,0.241,0.002,0.871,-0.026,0.006,-0.867,0.241,-0.87,0.003,-0.409,2.644,0.0,0.0,0.005,0.004,-0.011,0.407,0.005,0.004,0.003,0.002,0.003,0.029,0.002,0.014,0.015,0.0,-0.01,1.324,0.001,0.026,1.994,-0.002,0.039,0.001,0.002,0.583,0.008,0.002,0.001,0.44,-0.022,0.002,0.991,0.003,1.654,7.578,1.519,0.002,0.007,0.0,0.0,0.002,0.014,0.0,0.004
-0.015,-0.0,0.012,-0.0,0.0,-0.875,0.24,-0.02,0.048,0.008,0.0,0.0,0.004,-0.408,-0.406,0.0,0.021,0.246,0.004,0.243,0.002,0.87,-0.027,0.003,-0.865,0.243,-0.87,0.004,-0.412,2.642,0.0,0.0,0.009,0.005,-0.01,0.409,0.002,0.004,0.006,0.003,0.003,0.028,0.002,0.013,0.016,0.0,-0.012,1.324,0.001,0.017,1.996,0.007,-0.005,0.013,0.004,0.59,0.015,0.002,0.001,0.442,-0.023,0.002,0.992,0.004,1.669,7.567,1.521,0.002,0.002,0.0,0.0,0.003,0.016,0.0,0.004
-0.013,-0.0,0.009,-0.0,-0.0,-0.871,0.244,-0.019,0.041,0.002,0.0,-0.0,0.002,-0.409,-0.407,0.0,0.019,0.247,0.003,0.245,0.002,0.869,-0.023,0.003,-0.864,0.245,-0.869,0.002,-0.412,2.64,0.0,0.0,0.004,0.002,-0.01,0.409,0.003,0.001,0.004,0.002,0.002,0.025,0.001,0.009,0.013,0.0,-0.015,1.32,0.001,0.016,1.996,-0.003,-0.011,-0.004,0.004,0.602,-0.009,0.001,0.002,0.443,-0.017,0.001,0.991,0.001,1.673,7.548,1.523,0.001,0.0,-0.0,0.0,0.002,0.013,0.0,0.004
-0.013,-0.0,0.011,0.0,-0.0,-0.871,0.244,-0.019,0.044,0.002,0.0,0.0,0.001,-0.412,-0.409,0.0,0.019,0.247,0.003,0.246,0.001,0.868,-0.023,0.004,-0.865,0.246,-0.868,0.002,-0.413,2.637,0.0,0.0,0.007,0.002,-0.007,0.412,0.003,0.002,0.001,0.001,0.002,0.026,0.001,0.012,0.013,0.0,-0.016,1.32,0.001,0.02,1.999,0.002,-0.01,0.002,-0.003,0.603,-0.004,0.001,0.002,0.444,-0.017,0.001,0.992,0.003,1.697,7.534,1.525,0.001,-0.001,-0.0,0.0,0.002,0.014,-0.0,0.004
-0.004,0.0,0.022,-0.0,-0.0,-0.87,0.242,-0.019,0.052,0.008,0.0,0.0,0.009,-0.411,-0.406,0.0,0.02,0.251,0.008,0.247,0.002,0.867,-0.028,0.01,-0.853,0.247,-0.867,0.012,-0.415,2.638,0.0,0.0,0.013,0.005,0.027,0.411,0.007,0.004,0.01,0.005,0.002,0.028,0.003,0.024,0.013,0.0,-0.013,1.32,0.002,0.05,1.998,0.009,0.024,0.01,-0.005,0.61,0.011,0.003,0.002,0.445,-0.014,0.003,0.991,0.005,1.688,7.512,1.524,0.006,0.003,0.0,0.0,0.002,0.015,0.0,0.004
-0.011,-0.0,0.019,-0.0,-0.0,-0.883,0.232,-0.022,0.057,0.005,0.0,-0.0,0.007,-0.398,-0.395,0.0,0.023,0.243,0.017,0.238,0.002,0.877,-0.03,0.01,-0.875,0.238,-0.877,0.013,-0.403,2.654,0.0,0.0,0.006,0.004,0.024,0.398,0.009,0.003,0.003,0.002,0.001,0.032,0.001,0.021,0.017,0.0,-0.018,1.329,0.001,0.033,1.984,-0.009,0.024,-0.004,0.003,0.565,0.037,0.003,0.002,0.436,-0.029,0.002,0.992,0.002,1.586,7.691,1.513,0.004,-0.008,-0.0,0.0,0.003,0.016,0.0,0.005
-0.011,0.0,0.012,-0.0,0.0,-0.878,0.237,-0.02,0.043,0.002,0.0,-0.0,0.002,-0.401,-0.399,0.0,0.02,0.24,0.002,0.238,0.001,0.876,-0.022,0.004,-0.872,0.239,-0.876,0.003,-0.403,2.653,0.0,0.0,0.005,0.001,-0.007,0.401,0.002,0.001,0.004,0.002,0.002,0.026,0.001,0.012,0.011,0.0,-0.018,1.328,0.001,0.02,1.986,0.001,-0.016,-0.002,0.002,0.569,0.004,0.001,0.003,0.437,-0.015,0.001,0.992,0.001,1.605,7.67,1.515,0.001,0.001,0.0,0.0,0.001,0.014,-0.0,0.004
