a_x,a_y,a_z,g_x,g_y,g_z
-9.38,2.172,-1.87,-0.059,0.055,-0.025
-9.409,2.313,-1.954,-0.064,0.099,0.045
-9.34,2.416,-1.942,-0.007,0.05,-0.018
-9.361,1.985,-1.889,-0.038,0.144,0.042
-9.357,2.399,-2.2,-0.147,0.378,0.162
-9.225,2.693,-2.444,-0.169,0.385,0.167
-8.95,2.907,-2.77,-0.037,0.296,0.1
-8.842,3.062,-3.201,-0.071,0.261,0.085
-8.698,3.208,-3.189,0.007,0.069,0.01
-8.801,3.117,-3.153,0.066,0.015,-0.041
-8.763,2.873,-3.251,0.056,0.026,-0.033
-8.756,2.875,-3.421,0.044,0.007,-0.003
-8.801,2.789,-3.259,-0.026,-0.03,-0.019
-8.82,2.966,-3.225,-0.081,0.007,-0.053
-8.837,2.964,-3.117,-0.02,0.02,-0.053
-8.844,2.909,-3.23,0.041,0.037,-0.043
-8.83,2.83,-3.237,-0.002,0.049,-0.031
-8.806,2.784,-3.354,0.002,0.029,-0.039
-8.768,2.799,-3.385,0.015,0.009,-0.022
-8.808,2.756,-3.328,0.067,0.019,-0.025
-8.808,2.648,-3.436,-0.009,0.029,-0.054
-8.835,2.713,-3.385,-0.009,0.012,-0.035
-8.815,2.72,-3.361,-0.03,0.024,-0.026
-8.801,2.782,-3.371,-0.003,0.013,-0.02
-8.813,2.713,-3.366,-0.014,0.017,-0.023
-8.82,2.729,-3.357,-0.001,0.019,-0.028
-8.837,2.641,-3.388,-0.01,0.04,-0.026
-8.758,2.66,-3.46,-0.045,0.015,-0.032
-8.794,2.708,-3.402,-0.019,0.004,-0.044
-8.844,2.643,-3.397,-0.023,-0.012,-0.042
-8.859,2.653,-3.259,-0.017,-0.013,-0.018
-8.885,2.617,-3.309,-0.001,0.014,-0.036
-8.887,2.559,-3.333,0.003,0.017,-0.04
-8.866,2.619,-3.299,0.007,0.023,-0.015
-8.811,2.715,-3.323,0.053,0.035,-0.031
-8.811,2.325,-3.63,-0.139,0.041,-0.022
-8.83,2.703,-3.4,-0.223,0.038,0.035
-8.813,2.828,-3.294,-0.17,-0.011,0.003
-8.859,2.782,-3.201,-0.122,-0.039,-0.019
-8.894,2.84,-3.072,-0.143,-0.025,-0.016
-8.88,2.942,-2.978,-0.124,-0.012,0.001
-8.878,2.966,-3.069,-0.064,-0.015,-0.023
-8.89,2.926,-3.014,-0.054,-0.025,0.008
-8.88,3.031,-2.902,-0.054,-0.014,0.004
-8.854,3.105,-3.115,-0.025,0.036,-0.022
-8.995,3.033,-2.875,-0.037,0.001,-0.005
-8.854,2.995,-2.942,-0.043,-0.002,0.007
-8.878,3.074,-2.875,-0.068,-0.034,0.016
-8.906,3.175,-2.749,-0.053,-0.056,0.015
-8.902,3.244,-2.581,-0.004,-0.033,0.018
-8.914,3.349,-2.693,0.014,-0.015,0.007
-8.897,3.215,-2.696,-0.064,-0.007,-0.017
-8.863,3.211,-2.701,-0.11,-0.002,-0.045
-8.928,3.206,-2.562,-0.114,-0.038,-0.041
-8.969,3.227,-2.519,-0.075,-0.009,-0.022
-8.969,3.215,-2.435,-0.081,-0.041,-0.015
-8.993,3.177,-2.243,0.01,-0.026,0.017
-8.902,3.438,-2.406,0.018,0.008,-0.006
-8.933,3.357,-2.363,-0.033,-0.003,-0.032
-8.95,3.34,-2.31,-0.031,0.008,-0.033
-8.969,3.349,-2.327,0.015,0.01,-0.038
-9.005,3.263,-2.327,0.016,0.002,-0.041
-9.005,3.218,-2.272,0.002,0.024,-0.026
-8.938,3.268,-2.392,0.041,0.038,-0.02
-8.973,3.201,-2.447,0.086,0.041,-0.035
-8.976,3.179,-2.476,0.087,0.047,-0.048
-8.973,3.096,-2.557,0.107,0.058,-0.056
-8.993,2.878,-2.538,0.204,0.082,-0.035
-8.952,2.964,-2.842,0.293,0.12,-0.054
-8.916,2.811,-3.024,0.24,0.09,-0.094
-8.933,2.665,-3.168,0.186,0.094,-0.103
-8.947,2.344,-3.457,0.159,0.072,-0.092
-8.897,2.449,-3.376,0.169,0.078,-0.157
-8.923,2.124,-3.491,0.131,0.087,-0.094
-8.882,1.963,-3.637,0.138,0.061,-0.071
-8.882,1.882,-3.713,0.058,0.029,-0.025
-8.911,1.824,-3.721,-0.018,0.004,0.015
-8.871,2.014,-3.682,-0.028,0.033,0.042
-8.76,2.076,-3.824,-0.064,0.064,-0.061
-8.882,2.081,-3.694,-0.127,0.018,-0.027
-8.868,2.215,-3.572,-0.045,0.002,0.036
-8.849,2.076,-3.646,-0.031,-0.007,0.016
-8.899,2.145,-3.577,-0.01,0.022,-0.021
-8.878,2.174,-3.594,-0.02,-0.006,0.025
-8.859,2.255,-3.527,0.0,-0.001,0.043
-8.835,2.258,-3.589,0.003,0.009,0.02
-8.89,2.241,-3.57,-0.053,0.023,-0.001
-8.782,2.387,-3.61,-0.048,0.013,0.024
-8.825,2.473,-3.522,-0.023,0.021,0.002
-8.729,2.394,-3.74,-0.009,0.023,-0.024
-8.82,2.401,-3.601,-0.003,0.014,-0.028
-8.794,2.377,-3.618,-0.002,0.021,-0.014
-8.775,2.368,-3.663,-0.013,0.009,-0.023
-8.803,2.368,-3.639,-0.013,0.017,-0.03
-8.784,2.342,-3.654,-0.008,0.009,-0.019
-8.83,2.354,-3.587,-0.02,0.014,-0.019
-8.815,2.356,-3.591,-0.013,0.019,-0.026
-8.768,2.327,-3.706,-0.011,0.03,-0.02
-8.77,2.377,-3.709,-0.007,0.032,-0.015
-8.794,2.358,-3.685,-0.003,0.027,-0.009
-8.782,2.358,-3.677,-0.019,0.005,-0.02
-8.801,2.342,-3.658,-0.013,0.013,-0.032
-8.78,2.308,-3.685,-0.02,0.026,-0.025
-8.784,2.354,-3.697,-0.018,0.01,-0.028
-8.844,2.351,-3.603,-0.008,0.021,-0.018
-8.777,2.306,-3.716,-0.02,0.013,-0.023
-8.777,2.301,-3.711,-0.013,0.022,-0.023
-8.806,2.318,-3.709,-0.009,0.005,-0.014
-8.784,2.313,-3.689,-0.022,-0.002,-0.012
-8.796,2.337,-3.654,-0.02,0.0,-0.014
-8.799,2.339,-3.675,-0.016,0.001,-0.01
-8.77,2.394,-3.692,-0.005,0.005,-0.021
-8.875,2.342,-3.527,-0.007,0.023,-0.019
-8.76,2.308,-3.713,-0.008,0.017,-0.026
-8.839,2.234,-3.601,-0.044,0.011,-0.016
-8.899,2.32,-3.57,-0.075,0.066,-0.003
-8.705,2.413,-3.792,-0.043,0.058,0.014
-8.677,2.459,-3.821,-0.047,0.022,-0.013
-8.746,2.473,-3.723,-0.019,-0.011,-0.034
-8.696,2.444,-3.776,-0.054,-0.049,-0.044
-8.794,2.449,-3.649,-0.07,-0.096,-0.064
-8.902,2.409,-3.469,-0.05,-0.12,-0.075
-8.985,2.272,-3.323,-0.066,-0.201,-0.076
-9.038,2.308,-3.021,-0.095,-0.235,-0.046
-9.127,2.325,-2.729,-0.072,-0.184,-0.068
-9.249,2.184,-2.583,-0.032,-0.129,-0.059
-9.285,2.203,-2.394,-0.038,-0.131,-0.044
-9.285,2.227,-2.334,-0.077,-0.134,-0.043
-9.371,2.188,-2.162,-0.077,-0.126,-0.03
-9.364,2.227,-2.155,-0.06,-0.106,-0.024
-9.34,2.296,-2.052,-0.034,-0.084,-0.022
-9.404,2.272,-1.875,-0.034,-0.155,-0.037
-9.438,2.239,-1.59,-0.012,-0.105,-0.048
-9.457,2.2,-1.563,0.026,-0.004,-0.04
-9.486,2.138,-1.638,-0.023,0.015,-0.015
-9.467,2.148,-1.614,-0.037,-0.015,-0.003
-9.476,2.191,-1.59,-0.028,-0.012,-0.014
-9.471,2.181,-1.573,-0.018,-0.014,-0.013
-9.474,2.229,-1.523,-0.006,0.023,-0.012
-9.467,2.248,-1.575,-0.009,0.026,-0.009
-9.467,2.186,-1.547,-0.019,0.035,-0.003
-9.471,2.236,-1.554,-0.003,0.1,0.004
-9.436,2.265,-1.901,0.007,0.116,0.001
-9.383,2.272,-1.937,0.044,0.115,0.006
-9.364,2.294,-1.954,0.072,0.252,0.006
-9.309,2.389,-2.399,0.074,0.282,-0.004
-9.232,2.174,-2.552,0.011,0.203,0.0
-9.225,2.203,-2.598,0.005,0.224,0.001
-9.098,2.248,-2.897,-0.01,0.177,0.024
-9.033,2.298,-3.041,0.001,0.136,-0.004
-8.971,2.361,-3.132,0.01,0.136,0.002
-8.921,2.346,-3.316,0.03,0.108,0.002
-8.887,2.38,-3.364,0.045,0.1,-0.014
-8.899,2.301,-3.498,0.036,0.114,-0.031
-8.894,2.253,-3.522,0.018,0.086,-0.064
-8.796,2.198,-3.687,0.007,0.099,-0.051
-8.842,2.176,-3.709,-0.008,0.046,0.007
-8.83,2.184,-3.713,-0.037,0.01,0.007
-8.801,2.313,-3.668,-0.037,0.017,0.008
-8.768,2.303,-3.737,0.01,0.018,-0.004
-8.789,2.243,-3.723,-0.01,0.005,-0.018
-8.763,2.282,-3.745,-0.021,0.0,-0.004
-8.792,2.32,-3.658,-0.008,-0.015,0.002
-8.815,2.33,-3.613,-0.004,-0.01,-0.017
-8.856,2.308,-3.572,-0.008,0.018,-0.018
-8.784,2.313,-3.673,-0.018,0.013,-0.02
-8.823,2.284,-3.687,-0.014,0.019,-0.018
-8.832,2.291,-3.613,-0.014,0.01,-0.014
-8.823,2.33,-3.618,-0.019,0.013,-0.013
-8.811,2.342,-3.649,-0.008,0.021,-0.014
-8.832,2.313,-3.62,-0.009,0.024,-0.018
-8.799,2.296,-3.685,-0.009,0.026,-0.014
-8.78,2.325,-3.718,-0.005,0.022,-0.025
-8.801,2.298,-3.716,-0.009,0.023,-0.016
-8.78,2.301,-3.694,-0.018,0.009,-0.013
-8.784,2.313,-3.713,-0.016,0.016,-0.016
-8.808,2.315,-3.687,-0.01,0.014,-0.016
-8.787,2.322,-3.697,-0.012,0.017,-0.011
-8.794,2.337,-3.673,-0.007,0.026,-0.015
-8.782,2.337,-3.735,-0.001,0.036,-0.028
-8.775,2.239,-3.78,-0.016,0.013,-0.022
-8.758,2.296,-3.764,-0.024,-0.001,-0.009
-8.82,2.33,-3.68,-0.022,0.001,-0.011
-8.765,2.313,-3.706,-0.028,-0.018,-0.026
-8.803,2.322,-3.658,-0.018,-0.005,-0.019
-8.832,2.33,-3.625,-0.017,0.001,-0.023
-8.803,2.322,-3.625,-0.021,0.012,-0.021
-8.787,2.313,-3.661,-0.018,0.012,-0.023
-8.815,2.327,-3.656,-0.017,0.017,-0.029
-8.842,2.303,-3.63,-0.009,0.016,-0.024
-8.808,2.274,-3.687,-0.008,0.01,-0.012
-8.866,2.282,-3.534,-0.003,0.023,-0.013
-8.746,2.272,-3.706,-0.009,0.027,-0.013
-8.792,2.306,-3.723,-0.006,0.024,-0.01
-8.82,2.32,-3.646,-0.006,0.017,-0.013
-8.794,2.315,-3.697,-0.015,0.024,-0.019
-8.782,2.315,-3.725,-0.009,0.027,-0.02
-8.758,2.296,-3.747,-0.007,0.021,-0.022
-8.777,2.301,-3.749,-0.013,0.021,-0.021
-8.78,2.294,-3.74,-0.017,0.018,-0.024
-8.818,2.27,-3.704,-0.012,0.037,-0.013
-8.729,2.272,-3.785,-0.021,0.018,-0.019
-8.748,2.284,-3.809,-0.012,0.014,-0.015
-8.763,2.306,-3.773,-0.023,0.015,-0.015
-8.777,2.325,-3.73,-0.017,0.007,-0.019
-8.763,2.286,-3.725,-0.008,0.008,-0.034
-8.775,2.274,-3.759,-0.014,0.021,-0.023
-8.751,2.277,-3.754,-0.012,0.02,-0.019
-8.775,2.253,-3.776,-0.017,0.03,-0.017
-8.753,2.289,-3.809,-0.022,0.05,-0.01
-8.729,2.358,-3.821,-0.04,0.067,-0.004
-8.717,2.325,-3.893,0.013,0.009,-0.03
-8.703,2.14,-3.95,0.057,-0.06,-0.055
-8.792,2.274,-3.771,0.014,-0.045,-0.027
-8.815,2.286,-3.716,0.047,-0.169,-0.033
-8.926,2.069,-3.474,0.089,-0.231,-0.097
-9.014,1.8,-3.287,0.062,-0.193,-0.095
-9.096,2.004,-3.213,-0.043,-0.174,-0.062
-9.146,2.004,-2.942,-0.026,-0.133,-0.083
-9.246,1.841,-2.775,-0.003,-0.092,-0.079
-9.301,1.791,-2.715,0.014,-0.059,-0.059
-9.282,1.659,-2.66,-0.021,-0.046,-0.047
-9.292,1.678,-2.715,0.004,-0.029,-0.04
-9.301,1.76,-2.598,-0.013,-0.029,-0.05
-9.311,1.693,-2.612,0.003,-0.019,-0.03
-9.34,1.652,-2.545,0.018,-0.02,-0.018
-9.347,1.597,-2.492,-0.021,0.02,-0.035
-9.364,1.611,-2.545,-0.023,0.018,-0.015
-9.337,1.642,-2.519,-0.008,0.023,-0.001
-9.33,1.729,-2.569,-0.043,0.057,-0.004
-9.208,1.559,-2.509,-0.053,0.094,-0.004
-9.366,1.63,-2.808,-0.164,0.177,0.094
-9.268,1.896,-2.713,-0.11,0.117,0.074
-9.098,2.006,-2.966,-0.025,0.115,0.024
-9.103,2.049,-3.038,0.006,0.082,0.023
-9.079,1.97,-3.057,0.006,0.108,0.013
-9.005,2.071,-3.211,-0.061,0.16,0.009
-8.985,2.131,-3.282,-0.1,0.154,-0.006
-8.899,2.255,-3.51,-0.074,0.169,-0.033
-8.866,2.205,-3.539,-0.013,0.081,-0.041
-8.875,2.078,-3.61,0.009,0.086,-0.053
-8.871,1.968,-3.735,-0.012,0.058,0.021
-8.808,2.126,-3.73,-0.01,0.046,-0.007
-8.827,2.052,-3.713,-0.027,0.033,-0.02
-8.82,2.184,-3.675,-0.055,0.007,-0.009
-8.818,2.27,-3.73,-0.062,0.021,-0.012
-8.844,2.2,-3.677,-0.041,-0.017,-0.037
-8.863,2.152,-3.666,-0.033,0.028,-0.021
-8.811,2.138,-3.716,-0.03,0.015,0.002
-8.787,2.243,-3.689,-0.034,0.022,-0.005
-8.818,2.236,-3.718,0.015,0.021,0.001
-8.792,2.176,-3.776,-0.01,0.013,0.016
-8.789,2.282,-3.663,-0.091,-0.005,0.058
-8.82,2.49,-3.591,-0.031,-0.004,0.03
-8.813,2.523,-3.536,-0.008,0.021,-0.006
-8.799,2.519,-3.613,0.022,0.056,-0.026
-8.662,2.399,-3.859,0.016,0.05,-0.034
-8.732,2.385,-3.768,-0.01,0.016,-0.02
-8.729,2.351,-3.792,-0.018,0.017,-0.034
-8.753,2.279,-3.776,-0.025,0.001,-0.035
-8.806,2.322,-3.675,-0.013,0.001,-0.021
-8.77,2.291,-3.79,-0.039,0.007,-0.031
-8.784,2.387,-3.675,-0.106,-0.029,0.01
-8.763,2.581,-3.618,-0.137,-0.062,0.052
-8.806,2.631,-3.481,-0.119,-0.016,0.046
-8.746,2.708,-3.481,-0.073,-0.014,-0.005
-8.806,2.677,-3.407,-0.061,-0.029,-0.02
-8.844,2.672,-3.421,-0.11,-0.028,-0.009
-8.818,2.756,-3.323,-0.145,-0.044,0.001
-8.835,2.792,-3.266,-0.121,-0.063,-0.001
-8.878,2.933,-3.158,-0.201,-0.134,-0.01
-8.973,2.969,-2.737,-0.156,-0.084,-0.032
-9.043,2.976,-2.617,-0.12,-0.063,-0.039
-8.854,3.041,-2.799,-0.143,-0.016,-0.026
-8.961,3.036,-2.662,-0.12,-0.037,-0.011
-9.002,3.024,-2.49,-0.1,-0.033,-0.014
-8.959,3.072,-2.526,-0.043,0.0,-0.005
-9.002,3.117,-2.468,0.024,0.011,-0.012
-8.978,3.055,-2.526,0.071,0.065,-0.029
-8.973,2.971,-2.519,0.23,0.153,-0.044
-8.926,2.895,-2.842,0.314,0.259,-0.048
-8.724,2.823,-3.335,0.263,0.22,-0.084
-8.76,2.741,-3.63,0.167,0.103,-0.048
-8.887,2.586,-3.287,0.064,0.12,-0.084
-8.784,2.471,-3.68,0.217,0.158,-0.122
-8.83,2.298,-3.773,0.293,0.102,-0.078
-8.717,1.978,-4.065,0.218,0.1,-0.035
-8.605,1.937,-4.231,0.161,0.104,0.005
-8.614,1.738,-4.31,0.042,0.078,-0.023
-8.531,1.956,-4.379,-0.022,0.105,-0.023
-8.468,1.913,-4.494,-0.034,0.024,-0.019
-8.598,1.901,-4.36,0.021,-0.016,-0.018
-8.588,1.808,-4.362,-0.038,-0.029,-0.032
-8.641,1.946,-4.199,-0.037,-0.028,0.0
-8.648,1.958,-4.19,-0.013,0.001,-0.009
-8.633,1.906,-4.233,-0.023,0.015,-0.037
-8.631,1.911,-4.226,-0.027,0.017,-0.019
-8.61,1.937,-4.281,-0.019,0.019,-0.013
-8.605,1.937,-4.286,-0.016,0.027,-0.018
-8.622,1.913,-4.278,-0.018,0.008,-0.025
-8.607,1.923,-4.235,-0.018,0.002,-0.021
-8.622,1.913,-4.271,-0.011,0.009,-0.018
-8.605,1.939,-4.257,-0.015,0.005,-0.021
-8.653,1.918,-4.223,-0.013,0.018,-0.02
-8.629,1.908,-4.271,-0.013,0.02,-0.015
-8.593,1.92,-4.271,-0.013,0.019,-0.019
-8.624,1.906,-4.278,-0.016,0.01,-0.019
-8.595,1.935,-4.324,-0.001,0.021,-0.005
-8.6,1.906,-4.286,-0.022,-0.017,-0.014
-8.653,1.918,-4.175,-0.023,0.001,-0.018
-8.636,1.93,-4.235,-0.017,0.013,-0.019
-8.653,1.939,-4.195,-0.016,0.037,-0.014
-8.693,1.956,-4.171,0.008,0.043,-0.006
-8.564,1.966,-4.283,0.003,0.061,-0.005
-8.509,1.942,-4.365,-0.02,0.1,-0.039
-8.557,1.76,-4.551,-0.101,-0.062,-0.11
-8.581,1.894,-4.278,-0.178,-0.12,-0.037
-8.681,1.992,-4.104,-0.151,-0.154,-0.02
-8.696,2.047,-3.893,-0.101,-0.153,-0.025
-8.837,2.102,-3.898,-0.121,-0.289,-0.041
-9.103,2.045,-3.247,-0.131,-0.521,-0.084
-9.237,2.002,-2.6,-0.093,-0.509,-0.095
-9.275,1.903,-2.251,-0.08,-0.376,-0.073
-9.445,1.956,-1.944,-0.086,-0.296,-0.047
-9.436,1.923,-1.772,-0.123,-0.298,-0.034
-9.646,1.946,-1.379,-0.18,-0.334,-0.06
-9.618,1.944,-0.912,-0.153,-0.227,-0.036
-9.637,2.028,-0.776,-0.084,-0.161,-0.03
-9.639,1.951,-0.725,-0.044,-0.171,-0.046
-9.732,1.791,-0.426,-0.051,-0.235,-0.047
-9.725,1.8,-0.012,-0.077,-0.124,-0.036
-9.737,1.944,0.031,-0.07,-0.105,-0.014
-9.615,1.994,-0.019,-0.036,-0.075,-0.001
-9.627,2.018,0.101,-0.016,-0.003,0.001
-9.685,1.894,0.089,-0.033,-0.001,-0.009
-9.675,1.92,0.127,-0.033,-0.017,-0.005
-9.704,1.987,0.235,-0.017,-0.012,-0.022
-9.699,1.963,0.261,0.002,0.008,-0.028
-9.67,1.975,0.211,0.009,0.06,-0.037
-9.725,2.047,0.249,0.078,0.181,-0.059
-9.776,1.836,-0.086,0.147,0.322,0.039
-9.697,1.76,-0.534,0.075,0.379,0.059
-9.641,2.083,-0.931,0.072,0.322,0.019
-9.62,2.011,-1.235,0.057,0.353,0.022
-9.555,2.069,-1.772,0.133,0.428,-0.023
-9.397,2.052,-2.121,0.104,0.396,-0.013
-9.304,1.867,-2.478,0.082,0.27,-0.01
-9.261,1.908,-2.816,0.112,0.267,0.022
-9.146,1.798,-2.911,0.034,0.204,0.023
-9.155,1.93,-3.122,-0.005,0.25,0.057
-8.942,2.105,-3.369,0.035,0.287,0.012
-8.823,2.057,-3.869,0.035,0.247,-0.05
-8.727,2.073,-3.831,0.041,0.138,-0.027
-8.748,1.913,-3.979,0.035,0.097,-0.012
-8.727,1.896,-4.046,-0.06,0.037,-0.02
-8.701,2.059,-4.001,-0.038,0.025,-0.011
-8.66,2.023,-4.082,-0.022,0.017,0.006
-8.736,2.033,-3.924,-0.019,-0.03,-0.014
-8.806,1.994,-3.903,-0.058,-0.007,-0.037
-8.849,2.076,-3.745,-0.017,0.003,0.005
-8.739,2.078,-3.95,0.008,0.061,0.01
-8.705,2.078,-3.998,-0.011,0.033,-0.011
-8.71,2.102,-3.97,-0.01,0.011,0.005
-8.662,2.121,-4.032,-0.019,0.015,0.005
-8.674,2.15,-4.02,-0.014,0.008,-0.01
-8.705,2.128,-3.943,-0.015,0.006,-0.017
-8.708,2.119,-3.967,-0.023,0.017,-0.015
-8.672,2.16,-3.989,-0.023,0.019,-0.011
-8.724,2.162,-3.905,-0.014,0.016,-0.01
-8.693,2.188,-3.998,-0.013,0.04,-0.009
-8.653,2.174,-4.068,-0.009,0.026,-0.014
-8.686,2.169,-4.003,-0.013,-0.001,-0.017
-8.689,2.191,-3.974,-0.007,-0.003,-0.01
-8.703,2.186,-4.005,-0.006,0.015,-0.014
-8.667,2.195,-4.005,-0.008,0.02,-0.022
-8.672,2.157,-4.02,-0.012,0.019,-0.026
-8.696,2.148,-3.977,-0.003,0.015,-0.013
-8.626,2.155,-4.089,-0.013,0.02,-0.013
-8.684,2.193,-3.986,-0.014,0.019,-0.017
-8.71,2.162,-3.991,-0.003,0.014,-0.011
-8.657,2.15,-4.022,-0.01,0.023,-0.005
-8.645,2.191,-4.075,-0.012,0.024,-0.009
-8.657,2.184,-4.056,-0.013,0.02,-0.016
-8.638,2.219,-4.046,-0.014,0.019,-0.021
-8.677,2.203,-4.029,-0.006,0.028,-0.02
-8.6,2.172,-4.132,-0.014,0.023,-0.028
-8.645,2.145,-4.101,-0.013,0.02,-0.024
-8.665,2.157,-4.075,-0.017,0.015,-0.02
-8.657,2.16,-4.082,-0.014,0.011,-0.016
-8.643,2.15,-4.106,-0.011,0.021,-0.014
-8.595,2.143,-4.178,-0.013,0.006,-0.014
-8.65,2.172,-4.085,-0.034,0.011,-0.005
-8.665,2.186,-4.056,-0.015,0.011,-0.004
-8.617,2.215,-4.113,-0.014,0.03,0.0
-8.614,2.241,-4.096,-0.016,0.018,-0.008
-8.619,2.239,-4.089,-0.016,0.007,-0.006
-8.61,2.243,-4.13,-0.014,0.018,-0.015
-8.648,2.234,-4.037,0.028,0.015,0.0
-8.629,2.131,-4.168,-0.01,0.011,-0.014
-8.588,2.289,-4.089,-0.072,-0.019,0.017
-8.641,2.456,-3.967,-0.006,-0.009,0.018
-8.6,2.332,-4.051,0.005,0.012,-0.03
-8.674,2.286,-4.017,-0.001,0.022,-0.043
-8.605,2.308,-4.099,-0.014,0.026,-0.014
-8.636,2.253,-4.104,-0.011,0.011,-0.015
-8.619,2.332,-4.041,0.002,0.005,-0.008
-8.61,2.306,-4.08,-0.006,0.009,-0.02
-8.598,2.291,-4.08,-0.031,0.01,-0.033
-8.605,2.306,-4.044,-0.021,0.011,-0.035
-8.653,2.265,-4.08,-0.006,0.008,-0.034
-8.653,2.227,-4.027,-0.003,0.002,-0.01
-8.677,2.282,-4.003,-0.013,0.004,0.002
-8.691,2.32,-3.962,-0.026,0.037,-0.006
-8.595,2.31,-4.085,-0.016,0.045,-0.013
-8.622,2.327,-4.104,0.01,0.057,-0.027
-8.581,2.289,-4.132,0.023,0.042,-0.039
-8.547,2.215,-4.243,0.027,0.041,-0.049
-8.571,2.109,-4.264,0.014,0.038,-0.032
-8.564,2.126,-4.29,0.009,0.027,-0.012
-8.554,2.128,-4.288,-0.001,0.03,-0.015
-8.557,2.145,-4.281,-0.02,0.028,-0.017
-8.578,2.191,-4.233,-0.013,0.033,-0.007
-8.452,2.203,-4.396,-0.022,0.019,-0.012
-8.523,2.203,-4.324,-0.018,0.002,-0.018
-8.564,2.191,-4.243,-0.029,-0.007,-0.02
-8.545,2.181,-4.238,-0.026,-0.006,-0.017
-8.564,2.191,-4.231,-0.019,0.001,-0.01
-8.564,2.184,-4.231,-0.03,-0.002,-0.007
-8.574,2.243,-4.19,-0.024,-0.004,-0.009
-8.557,2.26,-4.202,-0.008,0.003,-0.007
-8.619,2.251,-4.185,-0.015,0.021,-0.007
-8.535,2.26,-4.226,-0.019,0.006,-0.013
-8.552,2.26,-4.199,-0.015,0.011,-0.011
-8.605,2.27,-4.161,-0.016,0.008,-0.009
-8.562,2.291,-4.183,-0.018,0.007,-0.004
-8.569,2.306,-4.168,-0.014,0.005,-0.008
-8.581,2.298,-4.144,-0.018,0.006,-0.012
-8.581,2.313,-4.147,-0.015,0.006,-0.011
-8.598,2.296,-4.094,-0.014,0.002,-0.011
-8.552,2.325,-4.204,-0.01,0.014,-0.006
-8.586,2.342,-4.116,-0.004,0.007,-0.006
-8.595,2.322,-4.108,-0.005,0.01,-0.01
-8.571,2.332,-4.149,-0.01,0.015,-0.011
-8.552,2.354,-4.147,-0.015,0.015,-0.009
-8.569,2.346,-4.137,-0.017,0.019,-0.01
-8.554,2.361,-4.142,-0.02,0.019,-0.007
-8.571,2.373,-4.106,-0.015,0.017,0.001
-8.526,2.389,-4.202,-0.017,0.031,0.007
-8.538,2.459,-4.187,-0.013,0.015,0.008
-8.533,2.476,-4.161,-0.006,0.012,0.002
-8.497,2.488,-4.161,-0.01,0.012,-0.019
-8.54,2.459,-4.156,-0.009,0.023,-0.031
-8.55,2.435,-4.178,-0.006,0.022,-0.027
-8.523,2.418,-4.19,-0.005,0.031,-0.023
-8.533,2.406,-4.199,-0.009,0.034,-0.03
-8.519,2.399,-4.252,-0.007,0.044,-0.026
-8.483,2.368,-4.286,-0.013,0.025,-0.029
-8.487,2.356,-4.295,-0.011,0.016,-0.024
-8.514,2.342,-4.288,-0.014,0.018,-0.018
-8.495,2.37,-4.288,-0.014,0.012,-0.01
-8.478,2.385,-4.286,-0.018,0.009,-0.009
-8.485,2.401,-4.276,-0.019,0.007,-0.01
-8.478,2.428,-4.264,-0.011,0.003,-0.008
-8.492,2.425,-4.247,-0.013,0.002,-0.014
-8.519,2.437,-4.202,-0.011,0.017,-0.017
-8.442,2.413,-4.286,-0.017,-0.001,-0.033
-8.502,2.392,-4.254,-0.015,0.001,-0.034
-8.547,2.368,-4.195,-0.018,-0.003,-0.03
-8.54,2.346,-4.187,-0.019,-0.01,-0.017
-8.562,2.375,-4.173,-0.01,-0.006,-0.016
-8.54,2.361,-4.204,-0.023,-0.028,-0.025
-8.538,2.332,-4.106,-0.022,-0.107,-0.025
-8.629,2.373,-3.984,-0.019,-0.071,-0.028
-8.669,2.392,-3.919,-0.033,-0.052,-0.022
-8.684,2.406,-3.895,-0.027,-0.008,-0.008
-8.691,2.416,-3.869,-0.026,0.005,-0.022
-8.739,2.385,-3.807,-0.015,0.025,-0.014
-8.681,2.401,-3.898,-0.015,0.028,-0.006
-8.648,2.466,-3.917,-0.01,0.038,-0.014
-8.631,2.428,-3.96,-0.003,0.018,-0.026
-8.641,2.389,-3.903,-0.022,0.003,-0.042
-8.701,2.37,-3.85,-0.011,0.019,-0.041
-8.636,2.332,-3.977,0.0,0.021,-0.021
-8.696,2.322,-3.919,-0.011,0.024,-0.019
-8.701,2.337,-3.919,-0.016,0.035,-0.016
-8.669,2.351,-3.95,-0.041,0.015,-0.008
-8.677,2.423,-3.936,-0.052,0.0,-0.01
-8.701,2.461,-3.852,-0.054,-0.001,-0.021
-8.71,2.447,-3.809,-0.026,0.052,-0.038
-6.764,1.906,-6.766,0.146,0.09,0.112
-6.766,1.611,-6.917,0.141,0.074,-0.095
-6.749,1.286,-6.974,-0.055,0.162,-0.122
-6.524,1.609,-7.156,-0.105,0.176,-0.058
-6.44,1.525,-7.197,-0.046,0.166,-0.02
-6.316,1.482,-7.3,-0.077,0.078,0.003
-6.388,1.657,-7.226,-0.082,0.094,-0.007
-6.366,1.736,-7.247,-0.025,0.036,0.004
-6.294,1.7,-7.242,-0.04,0.08,0.011
-6.275,1.779,-7.384,-0.018,0.043,0.0
-6.29,1.717,-7.29,-0.012,0.034,-0.003
-6.311,1.822,-7.42,-0.06,0.068,-0.023
